stn;time;tre200dn;htoautd0;hto000d0
MER;20030102;3.5;0
MER;20030103;4.0;0
MER;20030104;4.0;0
MER;20030105;-3.0;0
MER;20030106;-5.5;0
MER;20030107;-5.5;0
MER;20030108;-9.0;0
MER;20030109;-7.5;0
MER;20030110;-5.5;0
MER;20030111;-6.5;0
MER;20030112;-8.0;0
MER;20030113;-10.0;0
MER;20030114;-4.5;7
MER;20030115;-8.0;5
MER;20030116;-8.0;5
MER;20030117;-8.0;3
MER;20030118;-8.0;3
MER;20030119;-8.5;2
MER;20030120;-4.5;1
MER;20030121;-4.0;0
MER;20030122;0.0;0
MER;20030123;0.5;0
MER;20030124;0.0;5
MER;20030125;-1.5;0
MER;20030126;-4.0;0
MER;20030127;-1.0;1
MER;20030128;1.0;0
MER;20030129;-1.0;7
MER;20030130;-2.0;20
MER;20030131;-7.0;30
MER;20030201;-14.5;25
MER;20030202;-10.0;26
MER;20030203;-2.0;20
MER;20030204;-3.0;20
MER;20030205;-4.0;34
MER;20030206;-3.5;60
MER;20030207;-12.0;65
MER;20030208;-7.5;60
MER;20030209;-4.0;50
MER;20030210;-7.5;40
MER;20030211;-6.0;33
MER;20030212;-6.0;33
MER;20030213;-6.0;33
MER;20030214;-11.0;33
MER;20030215;-5.5;33
MER;20030216;-5.0;33
MER;20030217;-12.0;33
MER;20030218;-13.0;33
MER;20030219;-13.0;33
MER;20030220;-12.0;33
MER;20030221;-10.0;33
MER;20030222;-8.0;28
MER;20030223;-9.0;28
MER;20030224;-8.0;28
MER;20030225;-8.0;28
MER;20030226;3.5;22
MER;20030227;-3.0;15
MER;20030228;-3.0;15
MER;20030301;0.0;12
MER;20030302;1.0;12
MER;20030303;1.5;12
MER;20030304;-3.0;10
MER;20030305;-1.5;9
MER;20030306;-0.5;6
MER;20030307;1.5;5
MER;20030308;-2.5;2
MER;20030309;0.0;0
MER;20030310;-1.0;0
MER;20030311;1.0;0
MER;20030312;0.5;0
MER;20030313;2.5;0
MER;20030314;1.0;0
MER;20030315;-2.0;0
MER;20030316;-2.5;0
MER;20030317;-3.0;0
MER;20030318;-1.5;0
MER;20030319;-2.5;0
MER;20030320;-1.5;0
MER;20030321;-1.0;0
MER;20030322;-0.5;0
MER;20030323;-1.0;0
MER;20030324;0.0;0
MER;20030325;0.5;0
MER;20030326;1.5;0
MER;20030327;2.0;0
MER;20030328;6.5;0
MER;20030329;4.0;0
MER;20030330;5.5;0
MER;20030331;8.0;0
MER;20030401;2.5;0
MER;20030402;0.5;0
MER;20030403;0.0;0
MER;20030404;-1.0;0
MER;20030405;-1.0;0
MER;20030406;4.0;0
MER;20030407;-1.5;0
MER;20030408;-6.0;0
MER;20030409;0.5;0
MER;20030410;2.5;0
MER;20030411;-0.5;0
MER;20030412;2.0;0
MER;20030413;0.0;0
MER;20030414;1.5;0
MER;20030415;4.5;0
MER;20030416;4.5;0
MER;20030417;4.5;0
MER;20030418;5.0;0
MER;20030419;2.0;0
MER;20030420;8.0;0
MER;20030421;7.0;0
MER;20030422;6.0;0
MER;20030423;4.0;0
MER;20030424;3.5;0
MER;20030425;5.5;0
MER;20030426;7.5;0
MER;20030427;7.5;0
MER;20030428;5.0;0
MER;20030429;13.5;0
MER;20030430;13.0;0
MER;20030501;4.5;0
MER;20030502;7.5;0
MER;20030503;8.5;0
MER;20030504;4.0;0
MER;20030505;8.5;0
MER;20030506;13.5;0
MER;20030507;9.0;0
MER;20030508;13.0;0
MER;20030509;12.5;0
MER;20030510;7.0;0
MER;20030511;11.0;0
MER;20030512;12.0;0
MER;20030513;8.5;0
MER;20030514;5.0;0
MER;20030515;2.5;0
MER;20030516;2.0;0
MER;20030517;10.0;0
MER;20030518;9.5;0
MER;20030519;11.5;0
MER;20030520;8.5;0
MER;20030521;7.0;0
MER;20030522;6.5;0
MER;20030523;8.0;0
MER;20030524;8.0;0
MER;20030525;10.5;0
MER;20030526;10.5;0
MER;20030527;11.0;0
MER;20030528;12.0;0
MER;20030529;11.0;0
MER;20030530;9.5;0
MER;20030531;11.5;0
MER;20030601;12.0;0
MER;20030602;12.5;0
MER;20030603;11.5;0
MER;20030604;12.0;0
MER;20030605;13.5;0
MER;20030606;15.5;0
MER;20030607;12.5;0
MER;20030608;13.5;0
MER;20030609;13.5;0
MER;20030610;14.0;0
MER;20030611;9.5;0
MER;20030612;15.5;0
MER;20030613;15.5;0
MER;20030614;16.5;0
MER;20030615;14.5;0
MER;20030616;12.5;0
MER;20030617;15.5;0
MER;20030618;14.0;0
MER;20030619;11.0;0
MER;20030620;12.5;0
MER;20030621;13.5;0
MER;20030622;13.5;0
MER;20030623;14.5;0
MER;20030624;15.0;0
MER;20030625;15.0;0
MER;20030626;16.5;0
MER;20030627;15.0;0
MER;20030628;14.5;0
MER;20030629;13.5;0
MER;20030630;13.5;0
MER;20030701;13.5;0
MER;20030702;11.0;0
MER;20030703;13.5;0
MER;20030704;12.0;0
MER;20030705;11.5;0
MER;20030706;11.5;0
MER;20030707;11.5;0
MER;20030708;12.5;0
MER;20030709;13.5;0
MER;20030710;13.0;0
MER;20030711;13.5;0
MER;20030712;14.5;0
MER;20030713;15.5;0
MER;20030714;15.5;0
MER;20030715;15.5;0
MER;20030716;13.5;0
MER;20030717;16.5;0
MER;20030718;14.0;0
MER;20030719;12.5;0
MER;20030720;14.5;0
MER;20030721;18.0;0
MER;20030722;12.5;0
MER;20030723;15.5;0
MER;20030724;14.5;0
MER;20030725;11.5;0
MER;20030726;14.5;0
MER;20030727;14.5;0
MER;20030728;15.0;0
MER;20030729;11.5;0
MER;20030730;10.5;0
MER;20030731;12.5;0
MER;20030801;11.0;0
MER;20030802;13.0;0
MER;20030803;15.0;0
MER;20030804;17.0;0
MER;20030805;17.5;0
MER;20030806;16.0;0
MER;20030807;15.5;0
MER;20030808;15.0;0
MER;20030809;14.5;0
MER;20030810;15.5;0
MER;20030811;15.5;0
MER;20030812;14.0;0
MER;20030813;14.5;0
MER;20030814;17.0;0
MER;20030815;14.5;0
MER;20030816;15.5;0
MER;20030817;14.5;0
MER;20030818;15.5;0
MER;20030819;12.0;0
MER;20030820;12.0;0
MER;20030821;14.0;0
MER;20030822;12.5;0
MER;20030823;13.0;0
MER;20030824;14.5;0
MER;20030825;13.5;0
MER;20030826;13.0;0
MER;20030827;13.5;0
MER;20030828;13.0;0
MER;20030829;14.5;0
MER;20030830;13.5;0
MER;20030831;10.5;0
MER;20030901;7.0;0
MER;20030902;6.0;0
MER;20030903;6.0;0
MER;20030904;6.0;0
MER;20030905;8.5;0
MER;20030906;13.5;0
MER;20030907;12.0;0
MER;20030908;13.5;0
MER;20030909;13.0;0
MER;20030910;12.5;0
MER;20030911;10.5;0
MER;20030912;6.5;0
MER;20030913;6.5;0
MER;20030914;6.5;0
MER;20030915;5.0;0
MER;20030916;6.5;0
MER;20030917;7.0;0
MER;20030918;7.5;0
MER;20030919;9.0;0
MER;20030920;9.5;0
MER;20030921;10.0;0
MER;20030922;6.5;0
MER;20030923;12.5;0
MER;20030924;9.0;0
MER;20030925;4.0;0
MER;20030926;6.0;0
MER;20030927;9.5;0
MER;20030928;11.5;0
MER;20030929;10.0;0
MER;20030930;5.0;0
MER;20031001;6.5;0
MER;20031002;7.5;0
MER;20031003;10.5;0
MER;20031004;11.5;0
MER;20031005;4.0;0
MER;20031006;4.0;0
MER;20031007;4.5;0
MER;20031008;1.0;0
MER;20031009;5.5;0
MER;20031010;6.5;0
MER;20031011;6.5;0
MER;20031012;2.5;0
MER;20031013;6.0;0
MER;20031014;5.0;0
MER;20031015;6.5;0
MER;20031016;0.5;0
MER;20031017;1.0;0
MER;20031018;3.0;0
MER;20031019;2.5;0
MER;20031020;5.5;0
MER;20031021;5.0;0
MER;20031022;3.0;0
MER;20031023;-1.5;0
MER;20031024;0.0;1
MER;20031025;-3.5;0
MER;20031026;-5.5;0
MER;20031027;-3.5;0
MER;20031028;-4.5;0
MER;20031029;-1.5;0
MER;20031030;3.5;0
MER;20031031;2.5;0
MER;20031101;4.0;0
MER;20031102;5.0;0
MER;20031103;0.5;0
MER;20031104;1.5;0
MER;20031105;-2.0;0
MER;20031106;-3.0;0
MER;20031107;-2.0;0
MER;20031108;2.5;0
MER;20031109;-0.5;0
MER;20031110;-1.0;0
MER;20031111;-1.0;0
MER;20031112;-2.5;0
MER;20031113;4.5;0
MER;20031114;-1.5;0
MER;20031115;-0.5;0
MER;20031116;1.5;0
MER;20031117;4.5;0
MER;20031118;0.5;0
MER;20031119;0.0;0
MER;20031120;0.0;0
MER;20031121;0.0;0
MER;20031122;2.0;0
MER;20031123;7.0;0
MER;20031124;8.0;0
MER;20031125;3.5;0
MER;20031126;3.5;0
MER;20031127;1.5;0
MER;20031128;0.0;7
MER;20031129;0.0;3
MER;20031130;-1.0;3
MER;20031201;0.5;0
MER;20031202;5.0;0
MER;20031203;4.0;0
MER;20031204;6.0;0
MER;20031205;0.0;0
MER;20031206;-3.0;0
MER;20031207;-0.5;0
MER;20031208;-5.5;0
MER;20031209;-5.0;0
MER;20031210;-5.5;0
MER;20031211;-4.5;0
MER;20031212;-2.0;0
MER;20031213;-3.0;0
MER;20031214;-1.0;0
MER;20031215;-1.5;0
MER;20031216;-4.0;18
MER;20031217;-10.5;18
MER;20031218;-8.0;18
MER;20031219;-7.0;18
MER;20031220;-4.0;15
MER;20031221;-1.0;11
MER;20031222;-3.0;10
MER;20031223;-10.0;23
MER;20031224;-15.0;20
MER;20031225;-14.0;17
MER;20031226;-14.0;15
MER;20031227;-7.0;12
MER;20031228;-3.5;5
MER;20031229;-2.5;3
MER;20031230;-4.5;3
MER;20031231;-1.5;3
MER;20040101;-1.5;4
MER;20040102;-2.0;8
MER;20040103;-5.0;8
MER;20040104;-5.0;6
MER;20040105;-5.0;6
MER;20040106;-5.5;5
MER;20040107;-3.0;4
MER;20040108;-5.0;4
MER;20040109;-1.5;4
MER;20040110;2.5;0
MER;20040111;0.0;0
MER;20040112;3.0;0
MER;20040113;4.5;0
MER;20040114;4.5;0
MER;20040115;0.0;0
MER;20040116;-3.5;0
MER;20040117;1.0;0
MER;20040118;0.0;0
MER;20040119;-1.5;0
MER;20040120;-1.5;10
MER;20040121;0.0;12
MER;20040122;-2.5;10
MER;20040123;-3.5;8
MER;20040124;-7.0;8
MER;20040125;-2.5;8
MER;20040126;-7.0;8
MER;20040127;-1.0;8
MER;20040128;-2.5;12
MER;20040129;-4.0;12
MER;20040130;-12.0;18
MER;20040131;-10.0;18
MER;20040201;-6.0;15
MER;20040202;-5.0;12
MER;20040203;-5.5;10
MER;20040204;-5.0;10
MER;20040205;-6.5;10
MER;20040206;-5.5;10
MER;20040207;-2.5;10
MER;20040208;0.5;7
MER;20040209;-2.0;7
MER;20040210;-7.0;7
MER;20040211;-3.0;7
MER;20040212;-2.5;7
MER;20040213;-4.0;7
MER;20040214;-5.5;7
MER;20040215;-2.0;6
MER;20040216;-3.0;6
MER;20040217;-6.0;6
MER;20040218;-1.0;6
MER;20040219;-2.0;7
MER;20040220;-4.0;6
MER;20040221;8.0;0
MER;20040222;4.0;0
MER;20040223;-3.0;0
MER;20040224;-6.0;0
MER;20040225;-7.5;0
MER;20040226;-6.5;0
MER;20040227;-5.5;2
MER;20040228;-11.0;2
MER;20040229;-5.0;2
MER;20040301;-6.5;3
MER;20040302;-4.5;2
MER;20040303;-5.5;0
MER;20040304;-4.5;0
MER;20040305;1.0;0
MER;20040306;1.5;0
MER;20040307;0.0;2
MER;20040308;-1.0;5
MER;20040309;-1.5;0
MER;20040310;-5.0;0
MER;20040311;-2.0;9
MER;20040312;-5.0;6
MER;20040313;-1.5;0
MER;20040314;3.0;0
MER;20040315;-1.0;0
MER;20040316;-1.0;0
MER;20040317;-0.5;0
MER;20040318;-1.0;0
MER;20040319;3.0;0
MER;20040320;1.0;0
MER;20040321;2.5;0
MER;20040322;3.0;0
MER;20040323;1.8;0
MER;20040324;0.0;1
MER;20040325;0.0;0
MER;20040326;0.0;0
MER;20040327;-2.0;0
MER;20040328;-4.0;0
MER;20040329;-3.5;0
MER;20040330;0.5;0
MER;20040331;1.0;0
MER;20040401;0.5;0
MER;20040402;7.5;0
MER;20040403;7.0;0
MER;20040404;2.0;0
MER;20040405;2.5;0
MER;20040406;4.5;0
MER;20040407;-0.5;4
MER;20040408;-0.5;0
MER;20040409;2.0;0
MER;20040410;2.5;0
MER;20040411;1.5;0
MER;20040412;3.0;0
MER;20040413;3.5;0
MER;20040414;1.0;0
MER;20040415;1.0;0
MER;20040416;2.0;0
MER;20040417;6.0;0
MER;20040418;7.0;0
MER;20040419;-0.5;0
MER;20040420;-2.0;0
MER;20040421;1.5;0
MER;20040422;2.5;0
MER;20040423;8.0;0
MER;20040424;7.5;0
MER;20040425;1.0;0
MER;20040426;1.0;0
MER;20040427;1.0;0
MER;20040428;4.5;0
MER;20040429;8.5;0
MER;20040430;14.0;0
MER;20040501;4.5;0
MER;20040502;5.0;0
MER;20040503;3.0;0
MER;20040504;6.0;0
MER;20040505;0.0;0
MER;20040506;0.5;0
MER;20040507;2.0;0
MER;20040508;1.0;0
MER;20040509;4.0;0
MER;20040510;2.5;0
MER;20040511;6.0;0
MER;20040512;4.0;0
MER;20040513;8.0;0
MER;20040514;8.5;0
MER;20040515;6.5;0
MER;20040516;6.5;0
MER;20040517;7.5;0
MER;20040518;8.0;0
MER;20040519;9.0;0
MER;20040520;8.5;0
MER;20040521;13.0;0
MER;20040522;8.5;0
MER;20040523;6.5;0
MER;20040524;3.5;0
MER;20040525;4.0;0
MER;20040526;7.5;0
MER;20040527;7.5;0
MER;20040528;10.0;0
MER;20040529;5.5;0
MER;20040530;6.0;0
MER;20040531;12.0;0
MER;20040601;8.0;0
MER;20040602;8.0;0
MER;20040603;8.0;0
MER;20040604;9.0;0
MER;20040605;10.5;0
MER;20040606;9.5;0
MER;20040607;7.0;0
MER;20040608;10.0;0
MER;20040609;10.5;0
MER;20040610;14.0;0
MER;20040611;14.0;0
MER;20040612;14.5;0
MER;20040613;10.0;0
MER;20040614;9.0;0
MER;20040615;8.5;0
MER;20040616;13.5;0
MER;20040617;9.5;0
MER;20040618;10.5;0
MER;20040619;10.8;0
MER;20040620;10.5;0
MER;20040621;9.5;0
MER;20040622;12.0;0
MER;20040623;11.0;0
MER;20040624;10.0;0
MER;20040625;13.0;0
MER;20040626;8.5;0
MER;20040627;13.0;0
MER;20040628;13.0;0
MER;20040629;15.5;0
MER;20040630;10.5;0
MER;20040701;13.5;0
MER;20040702;12.5;0
MER;20040703;8.5;0
MER;20040704;9.0;0
MER;20040705;12.0;0
MER;20040706;14.5;0
MER;20040707;13.0;0
MER;20040708;16.0;0
MER;20040709;11.0;0
MER;20040710;9.0;0
MER;20040711;10.0;0
MER;20040712;10.0;0
MER;20040713;10.0;0
MER;20040714;6.0;0
MER;20040715;13.0;0
MER;20040716;12.0;0
MER;20040717;14.0;0
MER;20040718;14.5;0
MER;20040719;14.0;0
MER;20040720;17.5;0
MER;20040721;16.5;0
MER;20040722;16.0;0
MER;20040723;16.5;0
MER;20040724;16.0;0
MER;20040725;13.0;0
MER;20040726;14.5;0
MER;20040727;12.0;0
MER;20040728;10.0;0
MER;20040729;11.5;0
MER;20040730;15.0;0
MER;20040731;14.5;0
MER;20040801;14.0;0
MER;20040802;14.5;0
MER;20040803;14.5;0
MER;20040804;15.5;0
MER;20040805;15.0;0
MER;20040806;17.0;0
MER;20040807;13.5;0
MER;20040808;12.5;0
MER;20040809;13.5;0
MER;20040810;12.0;0
MER;20040811;17.5;0
MER;20040812;13.5;0
MER;20040813;14.0;0
MER;20040814;12.5;0
MER;20040815;10.5;0
MER;20040816;10.0;0
MER;20040817;13.0;0
MER;20040818;14.0;0
MER;20040819;15.5;0
MER;20040820;14.0;0
MER;20040821;12.5;0
MER;20040822;7.5;0
MER;20040823;10.0;0
MER;20040824;14.5;0
MER;20040825;10.5;0
MER;20040826;11.0;0
MER;20040827;10.5;0
MER;20040828;8.5;0
MER;20040829;14.5;0
MER;20040830;9.5;0
MER;20040831;13.0;0
MER;20040901;8.5;0
MER;20040902;9.0;0
MER;20040903;12.0;0
MER;20040904;11.5;0
MER;20040905;13.5;0
MER;20040906;11.5;0
MER;20040907;11.5;0
MER;20040908;11.5;0
MER;20040909;11.0;0
MER;20040910;10.5;0
MER;20040911;15.0;0
MER;20040912;15.0;0
MER;20040913;9.5;0
MER;20040914;12.0;0
MER;20040915;12.0;0
MER;20040916;8.0;0
MER;20040917;6.5;0
MER;20040918;4.0;0
MER;20040919;7.5;0
MER;20040920;13.5;0
MER;20040921;12.0;0
MER;20040922;10.5;0
MER;20040923;11.0;0
MER;20040924;7.5;0
MER;20040925;6.0;0
MER;20040926;7.0;0
MER;20040927;4.0;0
MER;20040928;8.0;0
MER;20040929;7.0;0
MER;20040930;11.0;0
MER;20041001;10.5;0
MER;20041002;8.5;0
MER;20041003;11.5;0
MER;20041004;8.0;0
MER;20041005;6.0;0
MER;20041006;11.5;0
MER;20041007;13.0;0
MER;20041008;9.5;0
MER;20041009;9.5;0
MER;20041010;11.0;0
MER;20041011;5.5;0
MER;20041012;6.0;0
MER;20041013;4.5;0
MER;20041014;5.0;0
MER;20041015;4.5;0
MER;20041016;3.0;0
MER;20041017;4.0;0
MER;20041018;1.5;0
MER;20041019;6.0;0
MER;20041020;5.0;0
MER;20041021;8.0;0
MER;20041022;10.0;0
MER;20041023;6.5;0
MER;20041024;4.5;0
MER;20041025;5.0;0
MER;20041026;8.0;0
MER;20041027;5.0;0
MER;20041028;7.0;0
MER;20041029;9.0;0
MER;20041030;8.0;0
MER;20041031;6.0;0
MER;20041101;7.0;0
MER;20041102;7.5;0
MER;20041103;9.5;0
MER;20041104;9.0;0
MER;20041105;9.0;0
MER;20041106;7.0;0
MER;20041107;0.5;0
MER;20041108;-2.5;0
MER;20041109;-2.0;0
MER;20041110;-3.0;0
MER;20041111;0.5;0
MER;20041112;0.0;0
MER;20041113;-0.5;0
MER;20041114;-0.5;2
MER;20041115;-3.0;0
MER;20041116;-6.5;0
MER;20041117;-5.0;0
MER;20041118;-3.0;0
MER;20041119;-0.5;0
MER;20041120;-3.0;2
MER;20041121;-2.0;2
MER;20041122;-2.0;0
MER;20041123;0.5;0
MER;20041124;-1.0;0
MER;20041125;-3.0;0
MER;20041126;-3.0;0
MER;20041127;-1.5;0
MER;20041128;-3.5;0
MER;20041129;1.5;0
MER;20041130;3.0;0
MER;20041201;-1.5;0
MER;20041202;-3.5;0
MER;20041203;-3.0;0
MER;20041204;-3.5;0
MER;20041205;-3.0;0
MER;20041206;-1.5;0
MER;20041207;-4.0;0
MER;20041208;-4.0;0
MER;20041209;0.0;0
MER;20041210;-2.5;0
MER;20041211;-7.5;0
MER;20041212;-7.5;0
MER;20041213;-8.0;0
MER;20041214;-6.5;0
MER;20041215;-7.5;0
MER;20041216;-6.5;0
MER;20041217;-2.0;0
MER;20041218;-3.0;2
MER;20041219;-3.0;10
MER;20041220;-2.5;5
MER;20041221;-5.0;5
MER;20041222;-7.0;3
MER;20041223;-5.0;3
MER;20041224;-3.5;3
MER;20041225;-7.0;3
MER;20041226;0.0;3
MER;20041227;-1.0;4
MER;20041228;-1.5;3
MER;20041229;-1.5;12
MER;20041230;-6.5;15
MER;20041231;-10.0;15
MER;20050101;-7.0;12
MER;20050102;-3.0;8
MER;20050103;-1.8;5
MER;20050104;-6.5;5
MER;20050105;-6.5;5
MER;20050106;-4.0;5
MER;20050107;-3.5;4
MER;20050108;-5.0;4
MER;20050109;-3.0;4
MER;20050110;-2.0;4
MER;20050111;-6.0;4
MER;20050112;-6.5;4
MER;20050113;-0.5;4
MER;20050114;-4.0;4
MER;20050115;-7.5;4
MER;20050116;-9.5;4
MER;20050117;-9.5;4
MER;20050118;-7.5;4
MER;20050119;-2.0;6
MER;20050120;-3.0;10
MER;20050121;-1.0;5
MER;20050122;-1.0;0
MER;20050123;-3.0;2
MER;20050124;-3.8;23
MER;20050125;-5.0;28
MER;20050126;-8.9;28
MER;20050127;-9.5;28
MER;20050128;-15.0;23
MER;20050129;-11.0;19
MER;20050130;-14.0;17
MER;20050131;-13.0;15
MER;20050201;-5.0;25
MER;20050202;-6.0;20
MER;20050203;-3.0;20
MER;20050204;-8.0;20
MER;20050205;-10.5;17
MER;20050206;-10.5;15
MER;20050207;-9.5;15
MER;20050208;-9.5;15
MER;20050209;-9.0;15
MER;20050210;-9.0;15
MER;20050211;-0.5;15
MER;20050212;0.5;12
MER;20050213;0.5;5
MER;20050214;-2.5;10
MER;20050215;-3.6;55
MER;20050216;-5.5;55
MER;20050217;-7.5;50
MER;20050218;-4.5;45
MER;20050219;-5.5;40
MER;20050220;-3.5;38
MER;20050221;-4.0;38
MER;20050222;-4.5;38
MER;20050223;-10.0;35
MER;20050224;-10.5;35
MER;20050225;-12.0;30
MER;20050226;-13.5;30
MER;20050227;-5.0;30
MER;20050228;-10.5;30
MER;20050301;-16.5;30
MER;20050302;-13.0;30
MER;20050303;-10.0;30
MER;20050304;-8.0;30
MER;20050305;-3.5;30
MER;20050306;-4.0;30
MER;20050307;-10.0;35
MER;20050308;-5.0;35
MER;20050309;-2.0;30
MER;20050310;-3.0;27
MER;20050311;-7.0;27
MER;20050312;-4.0;25
MER;20050313;-2.0;30
MER;20050314;-5.5;28
MER;20050315;-1.5;25
MER;20050316;-2.0;20
MER;20050317;-2.0;15
MER;20050318;0.0;10
MER;20050319;0.0;10
MER;20050320;1.0;8
MER;20050321;0.5;6
MER;20050322;2.0;0
MER;20050323;0.0;0
MER;20050324;3.0;0
MER;20050325;6.0;0
MER;20050326;4.0;0
MER;20050327;4.5;0
MER;20050328;5.0;0
MER;20050329;5.0;0
MER;20050330;5.0;0
MER;20050331;5.0;0
MER;20050401;5.0;0
MER;20050402;2.0;0
MER;20050403;3.5;0
MER;20050404;0.5;0
MER;20050405;2.0;0
MER;20050406;4.0;0
MER;20050407;9.0;0
MER;20050408;6.0;0
MER;20050409;0.5;0
MER;20050410;0.5;0
MER;20050411;0.0;0
MER;20050412;1.0;0
MER;20050413;3.4;0
MER;20050414;2.0;0
MER;20050415;3.5;0
MER;20050416;6.0;0
MER;20050417;0.5;0
MER;20050418;3.5;0
MER;20050419;6.0;0
MER;20050420;4.0;0
MER;20050421;4.5;0
MER;20050422;0.0;0
MER;20050423;3.0;0
MER;20050424;4.5;0
MER;20050425;8.5;0
MER;20050426;5.0;0
MER;20050427;7.0;0
MER;20050428;8.5;0
MER;20050429;8.0;0
MER;20050430;8.0;0
MER;20050501;8.5;0
MER;20050502;8.5;0
MER;20050503;13.5;0
MER;20050504;7.5;0
MER;20050505;7.5;0
MER;20050506;8.0;0
MER;20050507;5.0;0
MER;20050508;5.0;0
MER;20050509;6.5;0
MER;20050510;2.8;0
MER;20050511;5.0;0
MER;20050512;3.0;0
MER;20050513;8.0;0
MER;20050514;13.5;0
MER;20050515;7.0;0
MER;20050516;8.5;0
MER;20050517;1.5;0
MER;20050518;9.0;0
MER;20050519;2.5;0
MER;20050520;5.0;0
MER;20050521;12.5;0
MER;20050522;11.5;0
MER;20050523;9.5;0
MER;20050524;7.0;0
MER;20050525;7.5;0
MER;20050526;8.0;0
MER;20050527;11.0;0
MER;20050528;13.0;0
MER;20050529;12.5;0
MER;20050530;13.0;0
MER;20050531;10.5;0
MER;20050601;10.0;0
MER;20050602;10.0;0
MER;20050603;10.5;0
MER;20050604;13.0;0
MER;20050605;13.0;0
MER;20050606;11.5;0
MER;20050607;10.5;0
MER;20050608;4.5;0
MER;20050609;5.5;0
MER;20050610;4.0;0
MER;20050611;5.0;0
MER;20050612;11.5;0
MER;20050613;10.5;0
MER;20050614;12.5;0
MER;20050615;13.0;0
MER;20050616;14.5;0
MER;20050617;12.5;0
MER;20050618;14.5;0
MER;20050619;15.0;0
MER;20050620;13.5;0
MER;20050621;13.0;0
MER;20050622;13.5;0
MER;20050623;15.5;0
MER;20050624;12.5;0
MER;20050625;14.0;0
MER;20050626;13.0;0
MER;20050627;15.0;0
MER;20050628;15.0;0
MER;20050629;15.0;0
MER;20050630;14.5;0
MER;20050701;12.0;0
MER;20050702;11.5;0
MER;20050703;10.5;0
MER;20050704;13.5;0
MER;20050705;11.5;0
MER;20050706;8.0;0
MER;20050707;11.0;0
MER;20050708;9.5;0
MER;20050709;8.0;0
MER;20050710;9.0;0
MER;20050711;12.5;0
MER;20050712;11.5;0
MER;20050713;10.5;0
MER;20050714;11.5;0
MER;20050715;14.5;0
MER;20050716;15.0;0
MER;20050717;14.5;0
MER;20050718;14.0;0
MER;20050719;14.5;0
MER;20050720;13.0;0
MER;20050721;14.5;0
MER;20050722;13.8;0
MER;20050723;11.5;0
MER;20050724;14.5;0
MER;20050725;14.0;0
MER;20050726;15.5;0
MER;20050727;14.5;0
MER;20050728;15.0;0
MER;20050729;17.5;0
MER;20050730;16.5;0
MER;20050731;14.0;0
MER;20050801;14.0;0
MER;20050802;14.0;0
MER;20050803;13.0;0
MER;20050804;10.0;0
MER;20050805;7.5;0
MER;20050806;14.5;0
MER;20050807;12.0;0
MER;20050808;9.0;0
MER;20050809;6.5;0
MER;20050810;9.0;0
MER;20050811;12.5;0
MER;20050812;10.5;0
MER;20050813;13.5;0
MER;20050814;9.0;0
MER;20050815;10.0;0
MER;20050816;9.5;0
MER;20050817;9.0;0
MER;20050818;10.0;0
MER;20050819;12.5;0
MER;20050820;14.0;0
MER;20050821;13.5;0
MER;20050822;11.0;0
MER;20050823;12.0;0
MER;20050824;11.0;0
MER;20050825;11.0;0
MER;20050826;13.5;0
MER;20050827;13.0;0
MER;20050828;13.0;0
MER;20050829;10.0;0
MER;20050830;12.5;0
MER;20050831;13.0;0
MER;20050901;12.5;0
MER;20050902;14.0;0
MER;20050903;13.5;0
MER;20050904;13.0;0
MER;20050905;11.0;0
MER;20050906;10.0;0
MER;20050907;21.0;0
MER;20050908;10.5;0
MER;20050909;10.5;0
MER;20050910;14.5;0
MER;20050911;13.5;0
MER;20050912;12.5;0
MER;20050913;9.0;0
MER;20050914;9.0;0
MER;20050915;14.0;0
MER;20050916;9.5;0
MER;20050917;8.5;0
MER;20050918;8.0;0
MER;20050919;8.0;0
MER;20050920;8.5;0
MER;20050921;5.0;0
MER;20050922;5.5;0
MER;20050923;6.5;0
MER;20050924;8.0;0
MER;20050925;8.0;0
MER;20050926;9.5;0
MER;20050927;12.5;0
MER;20050928;11.5;0
MER;20050929;11.5;0
MER;20050930;8.5;0
MER;20051001;9.5;0
MER;20051002;5.5;0
MER;20051003;5.0;0
MER;20051004;3.5;0
MER;20051005;6.0;0
MER;20051006;7.0;0
MER;20051007;5.0;0
MER;20051008;5.5;0
MER;20051009;4.5;0
MER;20051010;3.5;0
MER;20051011;4.0;0
MER;20051012;5.0;0
MER;20051013;3.5;0
MER;20051014;3.5;0
MER;20051015;2.0;0
MER;20051016;1.5;0
MER;20051017;2.5;0
MER;20051018;6.5;0
MER;20051019;4.5;0
MER;20051020;7.0;0
MER;20051021;5.5;0
MER;20051022;7.5;0
MER;20051023;8.0;0
MER;20051024;7.5;0
MER;20051025;4.0;0
MER;20051026;3.5;0
MER;20051027;3.5;0
MER;20051028;3.5;0
MER;20051029;2.5;0
MER;20051030;2.5;0
MER;20051031;3.5;0
MER;20051101;10.0;0
MER;20051102;6.0;0
MER;20051103;7.0;0
MER;20051104;6.5;0
MER;20051105;8.1;0
MER;20051106;7.0;0
MER;20051107;6.0;0
MER;20051108;0.5;0
MER;20051109;2.5;0
MER;20051110;2.5;0
MER;20051111;2.5;0
MER;20051112;-0.5;0
MER;20051113;1.0;0
MER;20051114;-1.5;0
MER;20051115;-0.1;0
MER;20051116;3.5;0
MER;20051117;2.5;0
