time;tre200dx;tre200dn;tre200d0;hns000d0;rka150d0;hto000d0
20110811;-;-;-;-;-;-
20110812;-;-;-;-;-;-
20110813;-;-;-;-;-;-
20110814;-;-;-;-;-;-
20110815;-;-;-;-;-;-
20110816;-;-;-;-;-;-
20110817;-;-;-;-;-;-
20110818;-;-;-;-;-;-
20110819;-;-;-;-;-;-
20110820;-;-;-;-;-;-
20110821;-;-;-;-;-;-
20110822;-;-;-;-;-;-
20110823;-;-;-;-;-;-
20110824;-;-;-;-;-;-
20110825;-;-;-;-;-;-
20110826;-;-;-;5;-;-
20110827;-;-;-;-;-;14
20110828;-;-;-;-;-;-
20110829;-;-;-;-;-;-
20110830;-;-;-;-;-;-
20110831;-;-;-;-;-;-
20110901;-;-;-;-;-;-
20110902;-;-;-;-;-;-
20110903;-;-;-;-;-;-
20110904;-;-;-;-;-;-
20110905;-;-;-;-;-;-
20110906;-;-;-;-;-;-
20110907;-;-;-;-;-;-
20110908;-;-;-;-;-;-
20110909;-;-;-;-;-;-
20110910;-;-;-;-;-;-
20110911;-;-;-;-;-;-
20110912;-;-;-;-;-;-
20110913;-;-;-;-;-;-
20110914;-;-;-;-;-;-
20110915;-;-;-;-;-;-
20110916;-;-;-;-;-;-
20110917;-;-;-;-;-;-
20110918;-;-;-;-;-;-
20110919;-;-;-;-;-;-
20110920;-;-;-;-;-;-
20110921;-;-;-;-;-;-
20110922;-;-;-;-;-;-
20110923;-;-;-;-;-;-
20110924;-;-;-;-;-;-
20110925;-;-;-;-;-;-
20110926;-;-;-;-;-;-
20110927;-;-;-;-;-;-
20110928;-;-;-;-;-;-
20110929;-;-;-;-;-;-
20110930;-;-;-;-;-;-
20111001;-;-;-;-;-;-
20111002;-;-;-;-;-;-
20111003;-;-;-;-;-;-
20111004;-;-;-;-;-;-
20111005;-;-;-;-;-;-
20111006;-;-;-;-;-;-
20111007;-;-;-;-;-;-
20111008;-;-;-;-;-;-
20111009;-;-;-;-;-;-
20111010;-;-;-;-;-;-
20111011;-;-;-;-;-;-
20111012;-;-;-;-;-;-
20111013;-;-;-;-;-;-
20111014;-;-;-;-;-;-
20111015;-;-;-;-;-;-
20111016;-;-;-;-;-;-
20111017;-;-;-;0;-;-
20111018;-;-;-;0;-;0
20111019;-;-;-;0;-;0
20111020;-;-;-;0;-;0
20111021;-;-;-;0;-;0
20111022;-;-;-;0;-;0
20111023;-;-;-;0;-;0
20111024;-;-;-;0;-;0
20111025;-;-;-;0;-;0
20111026;-;-;-;0;-;0
20111027;-;-;-;0;-;0
20111028;-;-;-;0;-;0
20111029;-;-;-;0;-;0
20111030;-;-;-;0;-;0
20111031;-;-;-;0;-;0
20111101;-;-;-;0;-;0
20111102;-;-;-;0;-;0
20111103;-;-;-;0;-;0
20111104;-;-;-;-;-;0
20111105;-;-;-;-;-;-
20111106;-;-;-;-;-;-
20111107;-;-;-;-;-;-
20111108;-;-;-;-;-;-
20111109;-;-;-;-;-;-
20111110;-;-;-;-;-;-
20111111;-;-;-;-;-;-
20111112;-;-;-;-;-;-
20111113;-;-;-;-;-;-
20111114;-;-;-;-;-;-
20111115;-;-;-;-;-;-
20111116;-;-;-;-;-;-
20111117;-;-;-;-;-;-
20111118;-;-;-;-;-;-
20111119;-;-;-;-;-;-
20111120;-;-;-;-;-;-
20111121;-;-;-;-;-;-
20111122;-;-;-;-;-;-
20111123;-;-;-;-;-;-
20111124;-;-;-;-;-;-
20111125;-;-;-;-;-;-
20111126;-;-;-;-;-;-
20111127;-;-;-;-;-;-
20111128;-;-;-;-;-;-
20111129;-;-;-;-;-;-
20111130;-;-;-;-;-;-
20111201;-;-;-;-;-;-
20111202;-;-;-;0;-;-
20111203;-;-;-;0;-;0
20111204;-;-;-;-;-;0
20111205;-;-;-;0;-;-
20111206;-;-;-;2;-;0
20111207;-;-;-;0;-;2
20111208;-;-;-;0;-;0
20111209;-;-;-;0;-;0
20111210;-;-;-;0;-;0
20111211;-;-;-;0;-;0
20111212;-;-;-;0;-;0
20111213;-;-;-;0;-;0
20111214;-;-;-;1;-;0
20111215;-;-;-;0;-;1
20111216;-;-;-;-;-;0
20111217;-;-;-;15;-;-
20111218;-;-;-;-;-;25
20111219;-;-;-;-;-;-
20111220;-;-;-;-;-;-
20111221;-;-;-;-;-;-
20111222;-;-;-;-;-;-
20111223;-;-;-;-;-;-
20111224;-;-;-;-;-;-
20111225;-;-;-;-;-;-
20111226;-;-;-;-;-;-
20111227;-;-;-;-;-;-
20111228;-;-;-;-;-;-
20111229;-;-;-;-;-;-
20111230;-;-;-;10;-;-
20111231;-;-;-;0;-;30
20120101;-;-;-;-;-;16
20120102;-;-;-;0;-;-
20120103;-;-;-;0;-;10
20120104;-;-;-;-;-;8
20120105;-;-;-;15;-;-
20120106;-;-;-;-;-;24
20120107;-;-;-;0;-;-
20120108;-;-;-;6;-;10
20120109;-;-;-;0;-;16
20120110;-;-;-;-;-;16
20120111;-;-;-;-;-;-
20120112;-;-;-;0;-;-
20120113;-;-;-;-;-;14
20120114;-;-;-;-;-;-
20120115;-;-;-;-;-;-
20120116;-;-;-;0;-;-
20120117;-;-;-;0;-;14
20120118;-;-;-;0;-;14
20120119;-;-;-;0;-;14
20120120;-;-;-;5;-;5
20120121;-;-;-;0;-;15
20120122;-;-;-;0;-;10
20120123;-;-;-;4;-;5
20120124;-;-;-;18;-;9
20120125;-;-;-;0;-;28
20120126;-;-;-;0;-;17
20120127;-;-;-;6;-;14
20120128;-;-;-;1;-;20
20120129;-;-;-;0;-;20
20120130;-;-;-;4;-;19
20120131;-;-;-;6;-;21
20120201;-;-;-;5;-;27
20120202;-;-;-;4;-;32
20120203;-;-;-;2;-;33
20120204;-;-;-;0;-;33
20120205;-;-;-;0;-;32
20120206;-;-;-;0;-;30
20120207;-;-;-;4;-;28
20120208;-;-;-;0;-;32
20120209;-;-;-;3;-;32
20120210;-;-;-;6;-;32
20120211;-;-;-;5;-;38
20120212;-;-;-;0;-;43
20120213;-;-;-;0;-;42
20120214;-;-;-;10;-;40
20120215;-;-;-;25;-;45
20120216;-;-;-;0;-;65
20120217;-;-;-;0;-;58
20120218;-;-;-;0;-;45
20120219;-;-;-;5;-;40
20120220;-;-;-;0;-;45
20120221;-;-;-;0;-;42
20120222;-;-;-;0;-;38
20120223;-;-;-;0;-;35
20120224;-;-;-;0;-;35
20120225;-;-;-;0;-;30
20120226;-;-;-;0;-;25
20120227;-;-;-;0;-;25
20120228;-;-;-;0;-;25
20120229;-;-;-;0;-;25
20120301;-;-;-;0;-;20
20120302;-;-;-;0;-;15
20120303;-;-;-;0;-;10
20120304;-;-;-;5;-;5
20120305;-;-;-;0;-;10
20120306;-;-;-;0;-;7
20120307;-;-;-;5;-;5
20120308;-;-;-;12;-;10
20120309;-;-;-;0;-;20
20120310;-;-;-;0;-;12
20120311;-;-;-;0;-;5
20120312;-;-;-;0;-;5
20120313;-;-;-;0;-;0
20120314;-;-;-;0;-;0
20120315;-;-;-;-;-;0
20120316;-;-;-;0;-;-
20120317;-;-;-;0;-;0
20120318;-;-;-;5;-;0
20120319;-;-;-;15;-;5
20120320;-;-;-;0;-;20
20120321;-;-;-;-;-;10
20120322;-;-;-;-;-;-
20120323;-;-;-;-;-;-
20120324;-;-;-;-;-;-
20120325;-;-;-;-;-;-
20120326;-;-;-;0;-;-
20120327;-;-;-;0;-;0
20120328;-;-;-;0;-;0
20120329;-;-;-;0;-;0
20120330;-;-;-;0;-;0
20120331;-;-;-;0;-;0
20120401;-;-;-;0;-;0
20120402;-;-;-;0;-;0
20120403;-;-;-;0;-;0
20120404;-;-;-;0;-;0
20120405;-;-;-;0;-;0
20120406;-;-;-;0;-;0
20120407;-;-;-;3;-;0
20120408;-;-;-;5;-;3
20120409;-;-;-;0;-;5
20120410;-;-;-;0;-;0
20120411;-;-;-;0;-;0
20120412;-;-;-;0;-;0
20120413;-;-;-;0;-;0
20120414;-;-;-;0;-;0
20120415;-;-;-;0;-;0
20120416;-;-;-;0;-;0
20120417;-;-;-;0;-;0
20120418;-;-;-;0;-;0
20120419;-;-;-;0;-;0
20120420;-;-;-;0;-;0
20120421;-;-;-;0;-;0
20120422;-;-;-;0;-;0
20120423;-;-;-;0;-;0
20120424;-;-;-;0;-;0
20120425;-;-;-;0;-;0
20120426;-;-;-;0;-;0
20120427;-;-;-;0;-;0
20120428;-;-;-;0;-;0
20120429;-;-;-;-;-;0
20120430;-;-;-;-;-;-
20120501;-;-;-;-;-;-
20120502;-;-;-;-;-;-
20120503;-;-;-;-;-;-
20120504;-;-;-;-;-;-
20120505;-;-;-;-;-;-
20120506;-;-;-;-;-;-
20120507;-;-;-;-;-;-
20120508;-;-;-;0;-;-
20120509;-;-;-;0;-;0
20120510;-;-;-;-;-;0
20120511;-;-;-;0;-;-
20120512;-;-;-;0;-;0
20120513;-;-;-;0;-;0
20120514;-;-;-;0;-;0
20120515;-;-;-;0;-;0
20120516;-;-;-;0;-;0
20120517;-;-;-;0;-;0
20120518;-;-;-;0;-;0
20120519;-;-;-;-;-;0
20120520;-;-;-;0;-;-
20120521;-;-;-;0;-;0
20120522;-;-;-;0;-;0
20120523;-;-;-;0;-;0
20120524;-;-;-;0;-;0
20120525;-;-;-;0;-;0
20120526;-;-;-;0;-;0
20120527;-;-;-;0;-;0
20120528;-;-;-;0;-;0
20120529;-;-;-;0;-;0
20120530;-;-;-;0;-;0
20120531;-;-;-;0;-;0
20120601;-;-;-;0;-;0
20120602;-;-;-;0;-;0
20120603;-;-;-;0;-;0
20120604;-;-;-;0;-;0
20120605;-;-;-;0;-;0
20120606;-;-;-;0;-;0
20120607;-;-;-;0;-;0
20120608;-;-;-;0;-;0
20120609;-;-;-;0;-;0
20120610;-;-;-;0;-;0
20120611;-;-;-;0;-;0
20120612;-;-;-;0;-;0
20120613;-;-;-;0;-;0
20120614;-;-;-;0;-;0
20120615;-;-;-;0;-;0
20120616;-;-;-;0;-;0
20120617;-;-;-;0;-;0
20120618;-;-;-;0;-;0
20120619;-;-;-;0;-;0
20120620;-;-;-;0;-;0
20120621;-;-;-;0;-;0
20120622;-;-;-;0;-;0
20120623;-;-;-;0;-;0
20120624;-;-;-;0;-;0
20120625;-;-;-;0;-;0
20120626;-;-;-;0;-;0
20120627;-;-;-;-;-;0
20120628;-;-;-;-;-;-
20120629;-;-;-;0;-;-
20120630;-;-;-;0;-;0
20120701;-;-;-;0;-;0
20120702;-;-;-;0;-;0
20120703;-;-;-;0;-;0
20120704;-;-;-;0;-;0
20120705;-;-;-;0;-;0
20120706;-;-;-;0;-;0
20120707;-;-;-;0;-;0
20120708;-;-;-;0;-;0
20120709;-;-;-;0;-;0
20120710;-;-;-;0;-;0
20120711;-;-;-;0;-;0
20120712;-;-;-;0;-;0
20120713;-;-;-;0;-;0
20120714;-;-;-;0;-;0
20120715;-;-;-;0;-;0
20120716;-;-;-;0;-;0
20120717;-;-;-;0;-;0
20120718;-;-;-;0;-;0
20120719;-;-;-;0;-;0
20120720;-;-;-;0;-;0
20120721;-;-;-;0;-;0
20120722;-;-;-;0;-;0
20120723;-;-;-;0;-;0
20120724;-;-;-;0;-;0
20120725;-;-;-;0;-;0
20120726;-;-;-;0;-;0
20120727;-;-;-;0;-;0
20120728;-;-;-;0;-;0
20120729;-;-;-;0;-;0
20120730;-;-;-;0;-;0
20120731;-;-;-;0;-;0
20120801;-;-;-;0;-;0
20120802;-;-;-;0;-;0
20120803;-;-;-;0;-;0
20120804;-;-;-;0;-;0
20120805;-;-;-;0;-;0
20120806;-;-;-;0;-;0
20120807;-;-;-;0;-;0
20120808;-;-;-;0;-;0
20120809;-;-;-;0;-;0
20120810;-;-;-;0;-;0
20120811;-;-;-;0;-;0
20120812;-;-;-;0;-;0
20120813;-;-;-;0;-;0
20120814;-;-;-;0;-;0
20120815;-;-;-;0;-;0
20120816;-;-;-;-;-;0
20120817;-;-;-;-;-;-
20120818;-;-;-;-;-;-
20120819;-;-;-;-;-;-
20120820;-;-;-;0;-;-
20120821;-;-;-;0;-;0
20120822;-;-;-;0;-;0
20120823;-;-;-;0;-;0
20120824;-;-;-;0;-;0
20120825;-;-;-;0;-;0
20120826;-;-;-;-;-;0
20120827;-;-;-;-;-;-
20120828;-;-;-;0;-;-
20120829;-;-;-;0;-;0
20120830;-;-;-;0;-;0
20120831;-;-;-;0;-;0
20120901;-;-;-;0;-;0
20120902;-;-;-;0;-;0
20120903;-;-;-;0;-;0
20120904;-;-;-;0;-;0
20120905;-;-;-;0;-;0
20120906;-;-;-;0;-;0
20120907;-;-;-;0;-;0
20120908;-;-;-;0;-;0
20120909;-;-;-;0;-;0
20120910;-;-;-;0;-;0
20120911;-;-;-;0;-;0
20120912;-;-;-;0;-;0
20120913;-;-;-;0;-;0
20120914;-;-;-;0;-;0
20120915;-;-;-;0;-;0
20120916;-;-;-;0;-;0
20120917;-;-;-;0;-;0
20120918;-;-;-;0;-;0
20120919;-;-;-;0;-;0
20120920;-;-;-;0;-;0
20120921;-;-;-;0;-;0
20120922;-;-;-;0;-;0
20120923;-;-;-;0;-;0
20120924;-;-;-;0;-;0
20120925;-;-;-;0;-;0
20120926;-;-;-;0;-;0
20120927;-;-;-;0;-;0
20120928;-;-;-;0;-;0
20120929;-;-;-;0;-;0
20120930;-;-;-;-;-;0
20121001;-;-;-;0;-;-
20121002;-;-;-;0;-;0
20121003;-;-;-;0;-;0
20121004;-;-;-;0;-;0
20121005;-;-;-;0;-;0
20121006;-;-;-;0;-;0
20121007;-;-;-;0;-;0
20121008;-;-;-;0;-;0
20121009;-;-;-;0;-;0
20121010;-;-;-;0;-;0
20121011;-;-;-;0;-;0
20121012;-;-;-;0;-;0
20121013;-;-;-;0;-;0
20121014;-;-;-;0;-;0
20121015;-;-;-;0;-;0
20121016;-;-;-;0;-;0
20121017;-;-;-;0;-;0
20121018;-;-;-;0;-;0
20121019;-;-;-;0;-;0
20121020;-;-;-;0;-;0
20121021;-;-;-;0;-;0
20121022;-;-;-;0;-;0
20121023;-;-;-;0;-;0
20121024;-;-;-;-;-;0
20121025;-;-;-;-;-;-
20121026;-;-;-;0;-;-
20121027;-;-;-;15;-;0
20121028;-;-;-;10;-;15
20121029;-;-;-;0;-;25
20121030;-;-;-;0;-;21
20121031;-;-;-;0;-;17
20121101;-;-;-;0;-;10
20121102;-;-;-;0;-;5
20121103;-;-;-;0;-;0
20121104;-;-;-;0;-;0
20121105;-;-;-;0;-;0
20121106;-;-;-;0;-;0
20121107;-;-;-;0;-;0
20121108;-;-;-;0;-;0
20121109;-;-;-;0;-;0
20121110;-;-;-;0;-;0
20121111;-;-;-;0;-;0
20121112;-;-;-;0;-;0
20121113;-;-;-;0;-;0
20121114;-;-;-;0;-;0
20121115;-;-;-;0;-;0
20121116;-;-;-;0;-;0
20121117;-;-;-;0;-;0
20121118;-;-;-;0;-;0
20121119;-;-;-;0;-;0
20121120;-;-;-;0;-;0
20121121;-;-;-;0;-;0
20121122;-;-;-;0;-;0
20121123;-;-;-;0;-;0
20121124;-;-;-;0;-;0
20121125;-;-;-;0;-;0
20121126;-;-;-;0;-;0
20121127;-;-;-;0;-;0
20121128;-;-;-;15;-;0
20121129;-;-;-;-;-;15
20121130;-;-;-;-;-;-
20121201;-;-;-;0;-;-
20121202;-;-;-;-;-;17
20121203;-;-;-;-;-;-
20121204;-;-;-;14;-;-
20121205;-;-;-;20;-;25
20121206;-;-;-;-;-;42
20121207;-;-;-;30;-;-
20121208;-;-;-;-;-;55
20121209;-;-;-;12;-;-
20121210;-;-;-;-;-;53
20121211;-;-;-;-;-;-
20121212;-;-;-;0;-;-
20121213;-;-;-;0;-;51
20121214;-;-;-;0;-;50
20121215;-;-;-;0;-;41
20121216;-;-;-;0;-;30
20121217;-;-;-;1;-;20
20121218;-;-;-;5;-;20
20121219;-;-;-;0;-;22
20121220;-;-;-;0;-;20
20121221;-;-;-;0;-;20
20121222;-;-;-;0;-;20
20121223;-;-;-;0;-;15
20121224;-;-;-;0;-;12
20121225;-;-;-;0;-;10
20121226;-;-;-;0;-;8
20121227;-;-;-;0;-;5
20121228;-;-;-;0;-;0
20121229;-;-;-;0;-;0
20121230;-;-;-;0;-;0
20121231;-;-;-;0;-;0
20130101;-;-;-;3;-;0
20130102;-;-;-;0;-;3
20130103;-;-;-;0;-;2
20130104;-;-;-;0;-;0
20130105;-;-;-;0;-;0
20130106;-;-;-;0;-;0
20130107;-;-;-;0;-;0
20130108;-;-;-;0;-;0
20130109;-;-;-;0;-;0
20130110;-;-;-;0;-;0
20130111;-;-;-;15;-;0
20130112;-;-;-;15;-;15
20130113;-;-;-;0;-;15
20130114;-;-;-;3;-;12
20130115;-;-;-;5;-;15
20130116;-;-;-;5;-;20
20130117;-;-;-;3;-;23
20130118;-;-;-;0;-;25
20130119;-;-;-;0;-;24
20130120;-;-;-;5;-;22
20130121;-;-;-;0;-;23
20130122;-;-;-;0;-;21
20130123;-;-;-;0;-;20
20130124;-;-;-;0;-;20
20130125;-;-;-;0;-;20
20130126;-;-;-;0;-;20
20130127;-;-;-;0;-;20
20130128;-;-;-;0;-;22
20130129;-;-;-;0;-;22
20130130;-;-;-;0;-;12
20130131;-;-;-;0;-;0
20130201;-;-;-;10;-;0
20130202;-;-;-;25;-;10
20130203;-;-;-;8;-;35
20130204;-;-;-;0;-;39
20130205;-;-;-;15;-;19
20130206;-;-;-;15;-;31
20130207;-;-;-;30;-;40
20130208;-;-;-;15;-;65
20130209;-;-;-;3;-;72
20130210;-;-;-;0;-;66
20130211;-;-;-;10;-;60
20130212;-;-;-;5;-;61
20130213;-;-;-;0;-;60
20130214;-;-;-;0;-;60
20130215;-;-;-;5;-;52
20130216;-;-;-;0;-;50
20130217;-;-;-;0;-;50
20130218;-;-;-;0;-;45
20130219;-;-;-;0;-;43
20130220;-;-;-;0;-;40
20130221;-;-;-;2;-;40
20130222;-;-;-;4;-;41
20130223;-;-;-;4;-;43
20130224;-;-;-;5;-;47
20130225;-;-;-;0;-;49
20130226;-;-;-;0;-;47
20130227;-;-;-;0;-;44
20130228;-;-;-;0;-;41
20130301;-;-;-;0;-;34
20130302;-;-;-;0;-;32
20130303;-;-;-;0;-;30
20130304;-;-;-;0;-;30
20130305;-;-;-;0;-;28
20130306;-;-;-;0;-;25
20130307;-;-;-;0;-;21
20130308;-;-;-;0;-;17
20130309;-;-;-;0;-;12
20130310;-;-;-;0;-;8
20130311;-;-;-;0;-;4
20130312;-;-;-;0;-;0
20130313;-;-;-;3;-;0
20130314;-;-;-;17;-;3
20130315;-;-;-;1;-;20
20130316;-;-;-;0;-;10
20130317;-;-;-;1;-;3
20130318;-;-;-;10;-;1
20130319;-;-;-;0;-;10
20130320;-;-;-;8;-;0
20130321;-;-;-;0;-;8
20130322;-;-;-;0;-;0
20130323;-;-;-;0;-;0
20130324;-;-;-;0;-;0
20130325;-;-;-;2;-;0
20130326;-;-;-;5;-;2
20130327;-;-;-;0;-;6
20130328;-;-;-;0;-;0
20130329;-;-;-;2;-;0
20130330;-;-;-;7;-;2
20130331;-;-;-;0;-;7
20130401;-;-;-;0;-;0
20130402;-;-;-;0;-;0
20130403;-;-;-;0;-;0
20130404;-;-;-;0;-;0
20130405;-;-;-;0;-;0
20130406;-;-;-;0;-;0
20130407;-;-;-;0;-;0
20130408;-;-;-;0;-;0
20130409;-;-;-;0;-;0
20130410;-;-;-;0;-;0
20130411;-;-;-;0;-;0
20130412;-;-;-;0;-;0
20130413;-;-;-;0;-;0
20130414;-;-;-;0;-;0
20130415;-;-;-;0;-;0
20130416;-;-;-;0;-;0
20130417;-;-;-;0;-;0
20130418;-;-;-;0;-;0
20130419;-;-;-;14;-;0
20130420;-;-;-;0;-;14
20130421;-;-;-;0;-;3
20130422;-;-;-;0;-;0
20130423;-;-;-;0;-;0
20130424;-;-;-;0;-;0
20130425;-;-;-;0;-;0
20130426;-;-;-;0;-;0
20130427;-;-;-;0;-;0
20130428;-;-;-;0;-;0
20130429;-;-;-;0;-;0
20130430;-;-;-;0;-;0
20130501;-;-;-;0;-;0
20130502;-;-;-;0;-;0
20130503;-;-;-;0;-;0
20130504;-;-;-;0;-;0
20130505;-;-;-;0;-;0
20130506;-;-;-;0;-;0
20130507;-;-;-;-;-;0
20130508;-;-;-;0;-;-
20130509;-;-;-;0;-;0
20130510;-;-;-;0;-;0
20130511;-;-;-;0;-;0
20130512;-;-;-;0;-;0
20130513;-;-;-;0;-;0
20130514;-;-;-;0;-;0
20130515;-;-;-;0;-;0
20130516;-;-;-;0;-;0
20130517;-;-;-;0;-;0
20130518;-;-;-;0;-;0
20130519;-;-;-;0;-;0
20130520;-;-;-;0;-;0
20130521;-;-;-;0;-;0
20130522;-;-;-;0;-;0
20130523;-;-;-;0;-;0
20130524;-;-;-;0;-;0
20130525;-;-;-;0;-;0
20130526;-;-;-;0;-;0
20130527;-;-;-;0;-;0
20130528;-;-;-;0;-;0
20130529;-;-;-;0;-;0
20130530;-;-;-;0;-;0
20130531;-;-;-;0;-;0
20130601;-;-;-;0;-;0
20130602;-;-;-;0;-;0
20130603;-;-;-;0;-;0
20130604;-;-;-;0;-;0
20130605;-;-;-;0;-;0
20130606;-;-;-;0;-;0
20130607;-;-;-;0;-;0
20130608;-;-;-;0;-;0
20130609;-;-;-;0;-;0
20130610;-;-;-;0;-;0
20130611;-;-;-;0;-;0
20130612;-;-;-;0;-;0
20130613;-;-;-;0;-;0
20130614;-;-;-;0;-;0
20130615;-;-;-;0;-;0
20130616;-;-;-;0;-;0
20130617;-;-;-;0;-;0
20130618;-;-;-;0;-;0
20130619;-;-;-;0;-;0
20130620;-;-;-;0;-;0
20130621;-;-;-;0;-;0
20130622;-;-;-;0;-;0
20130623;-;-;-;0;-;0
20130624;-;-;-;0;-;0
20130625;-;-;-;-;-;0
20130626;-;-;-;0;-;-
20130627;-;-;-;0;-;0
20130628;-;-;-;0;-;0
20130629;-;-;-;0;-;0
20130630;-;-;-;0;-;0
20130701;-;-;-;0;-;0
20130702;-;-;-;-;-;0
20130703;-;-;-;0;-;-
20130704;-;-;-;0;-;0
20130705;-;-;-;0;-;0
20130706;-;-;-;0;-;0
20130707;-;-;-;0;-;0
20130708;-;-;-;0;-;0
20130709;-;-;-;0;-;0
20130710;-;-;-;0;-;0
20130711;-;-;-;0;-;0
20130712;-;-;-;0;-;0
20130713;-;-;-;0;-;0
20130714;-;-;-;0;-;0
20130715;-;-;-;0;-;0
20130716;-;-;-;0;-;0
20130717;-;-;-;-;-;0
20130718;-;-;-;0;-;-
20130719;-;-;-;0;-;0
20130720;-;-;-;0;-;0
20130721;-;-;-;-;-;0
20130722;-;-;-;0;-;-
20130723;-;-;-;0;-;0
20130724;-;-;-;0;-;0
20130725;-;-;-;0;-;0
20130726;-;-;-;0;-;0
20130727;-;-;-;0;-;0
20130728;-;-;-;0;-;0
20130729;-;-;-;0;-;0
20130730;-;-;-;0;-;0
20130731;-;-;-;0;-;0
20130801;-;-;-;0;-;0
20130802;-;-;-;0;-;0
20130803;-;-;-;0;-;0
20130804;-;-;-;0;-;0
20130805;-;-;-;0;-;0
20130806;-;-;-;0;-;0
20130807;-;-;-;0;-;0
20130808;-;-;-;0;-;0
20130809;-;-;-;0;-;0
20130810;-;-;-;0;-;0
20130811;-;-;-;0;-;0
20130812;-;-;-;0;-;0
20130813;-;-;-;0;-;0
20130814;-;-;-;0;-;0
20130815;-;-;-;0;-;0
20130816;-;-;-;0;-;0
20130817;-;-;-;0;-;0
20130818;-;-;-;0;-;0
20130819;-;-;-;0;-;0
20130820;-;-;-;0;-;0
20130821;-;-;-;0;-;0
20130822;-;-;-;0;-;0
20130823;-;-;-;0;-;0
20130824;-;-;-;0;-;0
20130825;-;-;-;0;-;0
20130826;-;-;-;0;-;0
20130827;-;-;-;0;-;0
20130828;-;-;-;0;-;0
20130829;-;-;-;0;-;0
20130830;-;-;-;0;-;0
20130831;-;-;-;0;-;0
20130901;-;-;-;0;-;0
20130902;-;-;-;0;-;0
20130903;-;-;-;0;-;0
20130904;-;-;-;0;-;0
20130905;-;-;-;0;-;0
20130906;-;-;-;0;-;0
20130907;-;-;-;0;-;0
20130908;-;-;-;0;-;0
20130909;-;-;-;0;-;0
20130910;-;-;-;0;-;0
20130911;-;-;-;0;-;0
20130912;-;-;-;0;-;0
20130913;-;-;-;0;-;0
20130914;-;-;-;0;-;0
20130915;-;-;-;0;-;0
20130916;-;-;-;0;-;0
20130917;-;-;-;0;-;0
20130918;-;-;-;0;-;0
20130919;-;-;-;0;-;0
20130920;-;-;-;0;-;0
20130921;-;-;-;0;-;0
20130922;-;-;-;0;-;0
20130923;-;-;-;0;-;0
20130924;-;-;-;0;-;0
20130925;-;-;-;0;-;0
20130926;-;-;-;0;-;0
20130927;-;-;-;0;-;0
20130928;-;-;-;0;-;0
20130929;-;-;-;0;-;0
20130930;-;-;-;-;-;0
20131001;-;-;-;0;-;-
20131002;-;-;-;0;-;0
20131003;-;-;-;0;-;0
20131004;-;-;-;0;-;0
20131005;-;-;-;0;-;0
20131006;-;-;-;0;-;0
20131007;-;-;-;0;-;0
20131008;-;-;-;0;-;0
20131009;-;-;-;0;-;0
20131010;-;-;-;0;-;0
20131011;-;-;-;0;-;0
20131012;-;-;-;0;-;0
20131013;-;-;-;0;-;0
20131014;-;-;-;0;-;0
20131015;-;-;-;0;-;0
20131016;-;-;-;0;-;0
20131017;-;-;-;0;-;0
20131018;-;-;-;0;-;0
20131019;-;-;-;0;-;0
20131020;-;-;-;0;-;0
20131021;-;-;-;0;-;0
20131022;-;-;-;0;-;0
20131023;-;-;-;0;-;0
20131024;-;-;-;0;-;0
20131025;-;-;-;0;-;0
20131026;-;-;-;0;-;0
20131027;-;-;-;0;-;0
20131028;-;-;-;0;-;0
20131029;-;-;-;0;-;0
20131030;-;-;-;0;-;0
20131031;-;-;-;0;-;0
20131101;-;-;-;0;-;0
20131102;-;-;-;0;-;0
20131103;-;-;-;0;-;0
20131104;-;-;-;0;-;0
20131105;-;-;-;0;-;0
20131106;-;-;-;0;-;0
20131107;-;-;-;0;-;0
20131108;-;-;-;0;-;0
20131109;-;-;-;0;-;0
20131110;-;-;-;4;-;0
20131111;-;-;-;0;-;4
20131112;-;-;-;0;-;3
20131113;-;-;-;0;-;2
20131114;-;-;-;5;-;0
20131115;-;-;-;0;-;5
20131116;-;-;-;0;-;2
20131117;-;-;-;0;-;0
20131118;-;-;-;0;-;0
20131119;-;-;-;1;-;0
20131120;-;-;-;1;-;1
20131121;-;-;-;14;-;1
20131122;-;-;-;0;-;14
20131123;-;-;-;8;-;8
20131124;-;-;-;1;-;15
20131125;-;-;-;0;-;13
20131126;-;-;-;0;-;12
20131127;-;-;-;0;-;12
20131128;-;-;-;0;-;11
20131129;-;-;-;10;-;10
20131130;-;-;-;1;-;20
20131201;-;-;-;0;-;17
20131202;-;-;-;0;-;16
20131203;-;-;-;0;-;16
20131204;-;-;-;0;-;14
20131205;-;-;-;0;-;11
20131206;-;-;-;0;-;9
20131207;-;-;-;0;-;8
20131208;-;-;-;0;-;6
20131209;-;-;-;0;-;6
20131210;-;-;-;0;-;6
20131211;-;-;-;0;-;6
20131212;-;-;-;0;-;6
20131213;-;-;-;0;-;5
20131214;-;-;-;0;-;5
20131215;-;-;-;0;-;5
20131216;-;-;-;0;-;5
20131217;-;-;-;0;-;4
20131218;-;-;-;0;-;4
20131219;-;-;-;0;-;4
20131220;-;-;-;0;-;3
20131221;-;-;-;0;-;3
20131222;-;-;-;0;-;2
20131223;-;-;-;0;-;2
20131224;-;-;-;0;-;2
20131225;-;-;-;0;-;0
20131226;-;-;-;7;-;0
20131227;-;-;-;0;-;7
20131228;-;-;-;0;-;5
20131229;-;-;-;0;-;4
