time;tre200dx;tre200dn;tre200d0;hns000d0;rka150d0;hto000d0
19850321;-;-;-;-;-;-
19850322;-;-;-;-;-;-
19850323;-;-;-;-;-;-
19850324;-;-;-;-;-;-
19850325;-;-;-;-;-;-
19850326;-;-;-;-;-;-
19850327;-;-;-;-;-;-
19850328;-;-;-;-;-;-
19850329;-;-;-;-;-;-
19850330;-;-;-;-;-;-
19850331;-;-;-;-;-;-
19850401;-;-;-;-;-;-
19850402;-;-;-;-;-;-
19850403;-;-;-;-;-;-
19850404;-;-;-;-;-;-
19850405;-;-;-;-;-;-
19850406;-;-;-;-;-;-
19850407;-;-;-;-;-;-
19850408;-;-;-;-;-;-
19850409;-;-;-;-;-;-
19850410;-;-;-;-;-;-
19850411;-;-;-;-;-;-
19850412;-;-;-;-;-;-
19850413;-;-;-;-;-;-
19850414;-;-;-;-;-;-
19850415;-;-;-;-;-;-
19850416;-;-;-;-;-;-
19850417;-;-;-;-;-;-
19850418;-;-;-;-;-;-
19850419;-;-;-;-;-;-
19850420;-;-;-;-;-;-
19850421;-;-;-;-;-;-
19850422;-;-;-;-;-;-
19850423;-;-;-;-;-;-
19850424;-;-;-;-;-;-
19850425;-;-;-;-;-;-
19850426;-;-;-;-;-;-
19850427;-;-;-;-;-;-
19850428;-;-;-;-;-;-
19850429;-;-;-;-;-;-
19850430;-;-;-;-;-;-
19850501;-;-;-;-;-;-
19850502;-;-;-;-;-;-
19850503;-;-;-;-;-;-
19850504;-;-;-;-;-;-
19850505;-;-;-;-;-;-
19850506;-;-;-;-;-;-
19850507;-;-;-;-;-;-
19850508;-;-;-;-;-;-
19850509;-;-;-;-;-;-
19850510;-;-;-;-;-;-
19850511;-;-;-;-;-;-
19850512;-;-;-;-;-;-
19850513;-;-;-;-;-;-
19850514;-;-;-;-;-;-
19850515;-;-;-;-;-;-
19850516;-;-;-;-;-;-
19850517;-;-;-;-;-;-
19850518;-;-;-;-;-;-
19850519;-;-;-;-;-;-
19850520;-;-;-;-;-;-
19850521;-;-;-;-;-;-
19850522;-;-;-;-;-;-
19850523;-;-;-;-;-;-
19850524;-;-;-;-;-;-
19850525;-;-;-;-;-;-
19850526;-;-;-;-;-;-
19850527;-;-;-;-;-;-
19850528;-;-;-;-;-;-
19850529;-;-;-;-;-;-
19850530;-;-;-;-;-;-
19850531;-;-;-;-;-;-
19850601;-;-;-;-;-;-
19850602;-;-;-;-;-;-
19850603;-;-;-;-;-;-
19850604;-;-;-;-;-;-
19850605;-;-;-;-;-;-
19850606;-;-;-;-;-;-
19850607;-;-;-;-;-;-
19850608;-;-;-;-;-;-
19850609;-;-;-;-;-;-
19850610;-;-;-;-;-;-
19850611;-;-;-;-;-;-
19850612;-;-;-;-;-;-
19850613;-;-;-;-;-;-
19850614;-;-;-;-;-;-
19850615;-;-;-;-;-;-
19850616;-;-;-;-;-;-
19850617;-;-;-;-;-;-
19850618;-;-;-;-;-;-
19850619;-;-;-;-;-;-
19850620;-;-;-;-;-;-
19850621;-;-;-;-;-;-
19850622;-;-;-;-;-;-
19850623;-;-;-;-;-;-
19850624;-;-;-;-;-;-
19850625;-;-;-;-;-;-
19850626;-;-;-;-;-;-
19850627;-;-;-;-;-;-
19850628;-;-;-;-;-;-
19850629;-;-;-;-;-;-
19850630;-;-;-;-;-;-
19850701;-;-;-;-;-;-
19850702;-;-;-;-;-;-
19850703;-;-;-;-;-;-
19850704;-;-;-;-;-;-
19850705;-;-;-;-;-;-
19850706;-;-;-;-;-;-
19850707;-;-;-;-;-;-
19850708;-;-;-;-;-;-
19850709;-;-;-;-;-;-
19850710;-;-;-;-;-;-
19850711;-;-;-;-;-;-
19850712;-;-;-;-;-;-
19850713;-;-;-;-;-;-
19850714;-;-;-;-;-;-
19850715;-;-;-;-;-;-
19850716;-;-;-;-;-;-
19850717;-;-;-;-;-;-
19850718;-;-;-;-;-;-
19850719;-;-;-;-;-;-
19850720;-;-;-;-;-;-
19850721;-;-;-;-;-;-
19850722;-;-;-;-;-;-
19850723;-;-;-;-;-;-
19850724;-;-;-;-;-;-
19850725;-;-;-;-;-;-
19850726;-;-;-;-;-;-
19850727;-;-;-;-;-;-
19850728;-;-;-;-;-;-
19850729;-;-;-;-;-;-
19850730;-;-;-;-;-;-
19850731;-;-;-;-;-;-
19850801;-;-;-;-;-;-
19850802;-;-;-;-;-;-
19850803;-;-;-;-;-;-
19850804;-;-;-;-;-;-
19850805;-;-;-;-;-;-
19850806;-;-;-;-;-;-
19850807;-;-;-;-;-;-
19850808;-;-;-;-;-;-
19850809;-;-;-;-;-;-
19850810;-;-;-;-;-;-
19850811;-;-;-;-;-;-
19850812;-;-;-;-;-;-
19850813;-;-;-;-;-;-
19850814;-;-;-;-;-;-
19850815;-;-;-;-;-;-
19850816;-;-;-;-;-;-
19850817;-;-;-;-;-;-
19850818;-;-;-;-;-;-
19850819;-;-;-;-;-;-
19850820;-;-;-;-;-;-
19850821;-;-;-;-;-;-
19850822;-;-;-;-;-;-
19850823;-;-;-;-;-;-
19850824;-;-;-;-;-;-
19850825;-;-;-;-;-;-
19850826;-;-;-;-;-;-
19850827;-;-;-;-;-;-
19850828;-;-;-;-;-;-
19850829;-;-;-;-;-;-
19850830;-;-;-;-;-;-
19850831;-;-;-;-;-;-
19850901;-;-;-;-;-;-
19850902;-;-;-;-;-;-
19850903;-;-;-;-;-;-
19850904;-;-;-;-;-;-
19850905;-;-;-;-;-;-
19850906;-;-;-;-;-;-
19850907;-;-;-;-;-;-
19850908;-;-;-;-;-;-
19850909;-;-;-;-;-;-
19850910;-;-;-;-;-;-
19850911;-;-;-;-;-;-
19850912;-;-;-;-;-;-
19850913;-;-;-;-;-;-
19850914;-;-;-;-;-;-
19850915;-;-;-;-;-;-
19850916;-;-;-;-;-;-
19850917;-;-;-;-;-;-
19850918;-;-;-;-;-;-
19850919;-;-;-;-;-;-
19850920;-;-;-;-;-;-
19850921;-;-;-;-;-;-
19850922;-;-;-;-;-;-
19850923;-;-;-;-;-;-
19850924;-;-;-;-;-;-
19850925;-;-;-;-;-;-
19850926;-;-;-;-;-;-
19850927;-;-;-;-;-;-
19850928;-;-;-;-;-;-
19850929;-;-;-;-;-;-
19850930;-;-;-;-;-;-
19851001;-;-;-;-;-;-
19851002;-;-;-;-;-;-
19851003;-;-;-;-;-;-
19851004;-;-;-;-;-;-
19851005;-;-;-;-;-;-
19851006;-;-;-;-;-;-
19851007;-;-;-;-;-;-
19851008;-;-;-;-;-;-
19851009;-;-;-;-;-;-
19851010;-;-;-;-;-;-
19851011;-;-;-;-;-;-
19851012;-;-;-;-;-;-
19851013;-;-;-;-;-;-
19851014;-;-;-;-;-;-
19851015;-;-;-;-;-;-
19851016;-;-;-;-;-;-
19851017;-;-;-;-;-;-
19851018;-;-;-;-;-;-
19851019;-;-;-;-;-;-
19851020;-;-;-;-;-;-
19851021;-;-;-;-;-;-
19851022;-;-;-;-;-;-
19851023;-;-;-;-;-;-
19851024;-;-;-;-;-;-
19851025;-;-;-;-;-;-
19851026;-;-;-;-;-;-
19851027;-;-;-;-;-;-
19851028;-;-;-;-;-;-
19851029;-;-;-;-;-;-
19851030;-;-;-;-;-;-
19851031;-;-;-;-;-;-
19851101;-;-;-;-;-;-
19851102;-;-;-;-;-;-
19851103;-;-;-;-;-;-
19851104;-;-;-;-;-;-
19851105;-;-;-;-;-;-
19851106;-;-;-;-;-;-
19851107;-;-;-;-;-;-
19851108;-;-;-;-;-;-
19851109;-;-;-;-;-;-
19851110;-;-;-;-;-;-
19851111;-;-;-;-;-;-
19851112;-;-;-;-;-;-
19851113;-;-;-;-;-;-
19851114;-;-;-;-;-;-
19851115;-;-;-;-;-;-
19851116;-;-;-;-;-;-
19851117;-;-;-;-;-;-
19851118;-;-;-;-;-;-
19851119;-;-;-;-;-;-
19851120;-;-;-;-;-;-
19851121;-;-;-;-;-;-
19851122;-;-;-;-;-;-
19851123;-;-;-;-;-;-
19851124;-;-;-;-;-;-
19851125;-;-;-;-;-;-
19851126;-;-;-;-;-;-
19851127;-;-;-;-;-;-
19851128;-;-;-;-;-;-
19851129;-;-;-;-;-;-
19851130;-;-;-;-;-;-
19851201;-;-;-;-;-;-
19851202;-;-;-;-;-;-
19851203;-;-;-;-;-;-
19851204;-;-;-;-;-;-
19851205;-;-;-;-;-;-
19851206;-;-;-;-;-;-
19851207;-;-;-;-;-;-
19851208;-;-;-;-;-;-
19851209;-;-;-;-;-;-
19851210;-;-;-;-;-;-
19851211;-;-;-;-;-;-
19851212;-;-;-;-;-;-
19851213;-;-;-;-;-;-
19851214;-;-;-;-;-;-
19851215;-;-;-;-;-;-
19851216;-;-;-;-;-;-
19851217;-;-;-;-;-;-
19851218;-;-;-;-;-;-
19851219;-;-;-;-;-;-
19851220;-;-;-;-;-;-
19851221;-;-;-;-;-;-
19851222;-;-;-;-;-;-
19851223;-;-;-;-;-;-
19851224;-;-;-;-;-;-
19851225;-;-;-;-;-;-
19851226;-;-;-;-;-;-
19851227;-;-;-;-;-;-
19851228;-;-;-;-;-;-
19851229;-;-;-;-;-;-
19851230;-;-;-;-;-;-
19851231;-;-;-;-;-;-
19860101;-;-;-;-;-;-
19860102;-;-;-;-;-;-
19860103;-;-;-;-;-;-
19860104;-;-;-;-;-;-
19860105;-;-;-;-;-;-
19860106;-;-;-;-;-;-
19860107;-;-;-;-;-;-
19860108;-;-;-;-;-;-
19860109;-;-;-;-;-;-
19860110;-;-;-;-;-;-
19860111;-;-;-;-;-;-
19860112;-;-;-;-;-;-
19860113;-;-;-;-;-;-
19860114;-;-;-;-;-;-
19860115;-;-;-;-;-;-
19860116;-;-;-;-;-;-
19860117;-;-;-;-;-;-
19860118;-;-;-;-;-;-
19860119;-;-;-;-;-;-
19860120;-;-;-;-;-;-
19860121;-;-;-;-;-;-
19860122;-;-;-;-;-;-
19860123;-;-;-;-;-;-
19860124;-;-;-;-;-;-
19860125;-;-;-;-;-;-
19860126;-;-;-;-;-;-
19860127;-;-;-;-;-;-
19860128;-;-;-;-;-;-
19860129;-;-;-;-;-;-
19860130;-;-;-;-;-;-
19860131;-;-;-;-;-;-
19860201;-;-;-;-;-;-
19860202;-;-;-;-;-;-
19860203;-;-;-;-;-;-
19860204;-;-;-;-;-;-
19860205;-;-;-;-;-;-
19860206;-;-;-;-;-;-
19860207;-;-;-;-;-;-
19860208;-;-;-;-;-;-
19860209;-;-;-;-;-;-
19860210;-;-;-;-;-;-
19860211;-;-;-;-;-;-
19860212;-;-;-;-;-;-
19860213;-;-;-;-;-;-
19860214;-;-;-;-;-;-
19860215;-;-;-;-;-;-
19860216;-;-;-;-;-;-
19860217;-;-;-;-;-;-
19860218;-;-;-;-;-;-
19860219;-;-;-;-;-;-
19860220;-;-;-;-;-;-
19860221;-;-;-;-;-;-
19860222;-;-;-;-;-;-
19860223;-;-;-;-;-;-
19860224;-;-;-;-;-;-
19860225;-;-;-;-;-;-
19860226;-;-;-;-;-;-
19860227;-;-;-;-;-;-
19860228;-;-;-;-;-;-
19860301;-;-;-;-;-;-
19860302;-;-;-;-;-;-
19860303;-;-;-;-;-;-
19860304;-;-;-;-;-;-
19860305;-;-;-;-;-;-
19860306;-;-;-;-;-;-
19860307;-;-;-;-;-;-
19860308;-;-;-;-;-;-
19860309;-;-;-;-;-;-
19860310;-;-;-;-;-;-
19860311;-;-;-;-;-;-
19860312;-;-;-;-;-;-
19860313;-;-;-;-;-;-
19860314;-;-;-;-;-;-
19860315;-;-;-;-;-;-
19860316;-;-;-;-;-;-
19860317;-;-;-;-;-;-
19860318;-;-;-;-;-;-
19860319;-;-;-;-;-;-
19860320;-;-;-;-;-;-
19860321;-;-;-;-;-;-
19860322;-;-;-;-;-;-
19860323;-;-;-;-;-;-
19860324;-;-;-;-;-;-
19860325;-;-;-;-;-;-
19860326;-;-;-;-;-;-
19860327;-;-;-;-;-;-
19860328;-;-;-;-;-;-
19860329;-;-;-;-;-;-
19860330;-;-;-;-;-;-
19860331;-;-;-;-;-;-
19860401;-;-;-;-;-;-
19860402;-;-;-;-;-;-
19860403;-;-;-;-;-;-
19860404;-;-;-;-;-;-
19860405;-;-;-;-;-;-
19860406;-;-;-;-;-;-
19860407;-;-;-;-;-;-
19860408;-;-;-;-;-;-
19860409;-;-;-;-;-;-
19860410;-;-;-;-;-;-
19860411;-;-;-;-;-;-
19860412;-;-;-;-;-;-
19860413;-;-;-;-;-;-
19860414;-;-;-;-;-;-
19860415;-;-;-;-;-;-
19860416;-;-;-;-;-;-
19860417;-;-;-;-;-;-
19860418;-;-;-;-;-;-
19860419;-;-;-;-;-;-
19860420;-;-;-;-;-;-
19860421;-;-;-;-;-;-
19860422;-;-;-;-;-;-
19860423;-;-;-;-;-;-
19860424;-;-;-;-;-;-
19860425;-;-;-;-;-;-
19860426;-;-;-;-;-;-
19860427;-;-;-;-;-;-
19860428;-;-;-;-;-;-
19860429;-;-;-;-;-;-
19860430;-;-;-;-;-;-
19860501;-;-;-;-;-;-
19860502;-;-;-;-;-;-
19860503;-;-;-;-;-;-
19860504;-;-;-;-;-;-
19860505;-;-;-;-;-;-
19860506;-;-;-;-;-;-
19860507;-;-;-;-;-;-
19860508;-;-;-;-;-;-
19860509;-;-;-;-;-;-
19860510;-;-;-;-;-;-
19860511;-;-;-;-;-;-
19860512;-;-;-;-;-;-
19860513;-;-;-;-;-;-
19860514;-;-;-;-;-;-
19860515;-;-;-;-;-;-
19860516;-;-;-;-;-;-
19860517;-;-;-;-;-;-
19860518;-;-;-;-;-;-
19860519;-;-;-;-;-;-
19860520;-;-;-;-;-;-
19860521;-;-;-;-;-;-
19860522;-;-;-;-;-;-
19860523;-;-;-;-;-;-
19860524;-;-;-;-;-;-
19860525;-;-;-;-;-;-
19860526;-;-;-;-;-;-
19860527;-;-;-;-;-;-
19860528;-;-;-;-;-;-
19860529;-;-;-;-;-;-
19860530;-;-;-;-;-;-
19860531;-;-;-;-;-;-
19860601;-;-;-;-;-;-
19860602;-;-;-;-;-;-
19860603;-;-;-;-;-;-
19860604;-;-;-;-;-;-
19860605;-;-;-;-;-;-
19860606;-;-;-;-;-;-
19860607;-;-;-;-;-;-
19860608;-;-;-;-;-;-
19860609;-;-;-;-;-;-
19860610;-;-;-;-;-;-
19860611;-;-;-;-;-;-
19860612;-;-;-;-;-;-
19860613;-;-;-;-;-;-
19860614;-;-;-;-;-;-
19860615;-;-;-;-;-;-
19860616;-;-;-;-;-;-
19860617;-;-;-;-;-;-
19860618;-;-;-;-;-;-
19860619;-;-;-;-;-;-
19860620;-;-;-;-;-;-
19860621;-;-;-;-;-;-
19860622;-;-;-;-;-;-
19860623;-;-;-;-;-;-
19860624;-;-;-;-;-;-
19860625;-;-;-;-;-;-
19860626;-;-;-;-;-;-
19860627;-;-;-;-;-;-
19860628;-;-;-;-;-;-
19860629;-;-;-;-;-;-
19860630;-;-;-;-;-;-
19860701;-;-;-;-;-;-
19860702;-;-;-;-;-;-
19860703;-;-;-;-;-;-
19860704;-;-;-;-;-;-
19860705;-;-;-;-;-;-
19860706;-;-;-;-;-;-
19860707;-;-;-;-;-;-
19860708;-;-;-;-;-;-
19860709;-;-;-;-;-;-
19860710;-;-;-;-;-;-
19860711;-;-;-;-;-;-
19860712;-;-;-;-;-;-
19860713;-;-;-;-;-;-
19860714;-;-;-;-;-;-
19860715;-;-;-;-;-;-
19860716;-;-;-;-;-;-
19860717;-;-;-;-;-;-
19860718;-;-;-;-;-;-
19860719;-;-;-;-;-;-
19860720;-;-;-;-;-;-
19860721;-;-;-;-;-;-
19860722;-;-;-;-;-;-
19860723;-;-;-;-;-;-
19860724;-;-;-;-;-;-
19860725;-;-;-;-;-;-
19860726;-;-;-;-;-;-
19860727;-;-;-;-;-;-
19860728;-;-;-;-;-;-
19860729;-;-;-;-;-;-
19860730;-;-;-;-;-;-
19860731;-;-;-;-;-;-
19860801;-;-;-;-;-;-
19860802;-;-;-;-;-;-
19860803;-;-;-;-;-;-
19860804;-;-;-;-;-;-
19860805;-;-;-;-;-;-
19860806;-;-;-;-;-;-
19860807;-;-;-;-;-;-
19860808;-;-;-;-;-;-
19860809;-;-;-;-;-;-
19860810;-;-;-;-;-;-
19860811;-;-;-;-;-;-
19860812;-;-;-;-;-;-
19860813;-;-;-;-;-;-
19860814;-;-;-;-;-;-
19860815;-;-;-;-;-;-
19860816;-;-;-;-;-;-
19860817;-;-;-;-;-;-
19860818;-;-;-;-;-;-
19860819;-;-;-;-;-;-
19860820;-;-;-;-;-;-
19860821;-;-;-;-;-;-
19860822;-;-;-;-;-;-
19860823;-;-;-;-;-;-
19860824;-;-;-;-;-;-
19860825;-;-;-;-;-;-
19860826;-;-;-;-;-;-
19860827;-;-;-;-;-;-
19860828;-;-;-;-;-;-
19860829;-;-;-;-;-;-
19860830;-;-;-;-;-;-
19860831;-;-;-;-;-;-
19860901;-;-;-;-;-;-
19860902;-;-;-;-;-;-
19860903;-;-;-;-;-;-
19860904;-;-;-;-;-;-
19860905;-;-;-;-;-;-
19860906;-;-;-;-;-;-
19860907;-;-;-;-;-;-
19860908;-;-;-;-;-;-
19860909;-;-;-;-;-;-
19860910;-;-;-;-;-;-
19860911;-;-;-;-;-;-
19860912;-;-;-;-;-;-
19860913;-;-;-;-;-;-
19860914;-;-;-;-;-;-
19860915;-;-;-;-;-;-
19860916;-;-;-;-;-;-
19860917;-;-;-;-;-;-
19860918;-;-;-;-;-;-
19860919;-;-;-;-;-;-
19860920;-;-;-;-;-;-
19860921;-;-;-;-;-;-
19860922;-;-;-;-;-;-
19860923;-;-;-;-;-;-
19860924;-;-;-;-;-;-
19860925;-;-;-;-;-;-
19860926;-;-;-;-;-;-
19860927;-;-;-;-;-;-
19860928;-;-;-;-;-;-
19860929;-;-;-;-;-;-
19860930;-;-;-;-;-;-
19861001;-;-;-;-;-;-
19861002;-;-;-;-;-;-
19861003;-;-;-;-;-;-
19861004;-;-;-;-;-;-
19861005;-;-;-;-;-;-
19861006;-;-;-;-;-;-
19861007;-;-;-;-;-;-
19861008;-;-;-;-;-;-
19861009;-;-;-;-;-;-
19861010;-;-;-;-;-;-
19861011;-;-;-;-;-;-
19861012;-;-;-;-;-;-
19861013;-;-;-;-;-;-
19861014;-;-;-;-;-;-
19861015;-;-;-;-;-;-
19861016;-;-;-;-;-;-
19861017;-;-;-;-;-;-
19861018;-;-;-;-;-;-
19861019;-;-;-;-;-;-
19861020;-;-;-;-;-;-
19861021;-;-;-;-;-;-
19861022;-;-;-;-;-;-
19861023;-;-;-;-;-;-
19861024;-;-;-;-;-;-
19861025;-;-;-;-;-;-
19861026;-;-;-;-;-;-
19861027;-;-;-;-;-;-
19861028;-;-;-;-;-;-
19861029;-;-;-;-;-;-
19861030;-;-;-;-;-;-
19861031;-;-;-;-;-;-
19861101;-;-;-;-;-;-
19861102;-;-;-;-;-;-
19861103;-;-;-;-;-;-
19861104;-;-;-;-;-;-
19861105;-;-;-;-;-;-
19861106;-;-;-;-;-;-
19861107;-;-;-;-;-;-
19861108;-;-;-;-;-;-
19861109;-;-;-;-;-;-
19861110;-;-;-;-;-;-
19861111;-;-;-;-;-;-
19861112;-;-;-;-;-;-
19861113;-;-;-;-;-;-
19861114;-;-;-;-;-;-
19861115;-;-;-;-;-;-
19861116;-;-;-;-;-;-
19861117;-;-;-;-;-;-
19861118;-;-;-;-;-;-
19861119;-;-;-;-;-;-
19861120;-;-;-;-;-;-
19861121;-;-;-;-;-;-
19861122;-;-;-;-;-;-
19861123;-;-;-;-;-;-
19861124;-;-;-;-;-;-
19861125;-;-;-;-;-;-
19861126;-;-;-;-;-;-
19861127;-;-;-;-;-;-
19861128;-;-;-;-;-;-
19861129;-;-;-;-;-;-
19861130;-;-;-;-;-;-
19861201;-;-;-;-;-;-
19861202;-;-;-;-;-;-
19861203;-;-;-;-;-;-
19861204;-;-;-;-;-;-
19861205;-;-;-;-;-;-
19861206;-;-;-;-;-;-
19861207;-;-;-;-;-;-
19861208;-;-;-;-;-;-
19861209;-;-;-;-;-;-
19861210;-;-;-;-;-;-
19861211;-;-;-;-;-;-
19861212;-;-;-;-;-;-
19861213;-;-;-;-;-;-
19861214;-;-;-;-;-;-
19861215;-;-;-;-;-;-
19861216;-;-;-;-;-;-
19861217;-;-;-;-;-;-
19861218;-;-;-;-;-;-
19861219;-;-;-;-;-;-
19861220;-;-;-;-;-;-
19861221;-;-;-;-;-;-
19861222;-;-;-;-;-;-
19861223;-;-;-;-;-;-
19861224;-;-;-;-;-;-
19861225;-;-;-;-;-;-
19861226;-;-;-;-;-;-
19861227;-;-;-;-;-;-
19861228;-;-;-;-;-;-
19861229;-;-;-;-;-;-
19861230;-;-;-;-;-;-
19861231;-;-;-;-;-;-
19870101;-;-;-;-;-;-
19870102;-;-;-;-;-;-
19870103;-;-;-;-;-;-
19870104;-;-;-;-;-;-
19870105;-;-;-;-;-;-
19870106;-;-;-;-;-;-
19870107;-;-;-;-;-;-
19870108;-;-;-;-;-;-
19870109;-;-;-;-;-;-
19870110;-;-;-;-;-;-
19870111;-;-;-;-;-;-
19870112;-;-;-;-;-;-
19870113;-;-;-;-;-;-
19870114;-;-;-;-;-;-
19870115;-;-;-;-;-;-
19870116;-;-;-;-;-;-
19870117;-;-;-;-;-;-
19870118;-;-;-;-;-;-
19870119;-;-;-;-;-;-
19870120;-;-;-;-;-;-
19870121;-;-;-;-;-;-
19870122;-;-;-;-;-;-
19870123;-;-;-;-;-;-
19870124;-;-;-;-;-;-
19870125;-;-;-;-;-;-
19870126;-;-;-;-;-;-
19870127;-;-;-;-;-;-
19870128;-;-;-;-;-;-
19870129;-;-;-;-;-;-
19870130;-;-;-;-;-;-
19870131;-;-;-;-;-;-
19870201;-;-;-;-;-;-
19870202;-;-;-;-;-;-
19870203;-;-;-;-;-;-
19870204;-;-;-;-;-;-
19870205;-;-;-;-;-;-
19870206;-;-;-;-;-;-
19870207;-;-;-;-;-;-
19870208;-;-;-;-;-;-
19870209;-;-;-;-;-;-
19870210;-;-;-;-;-;-
19870211;-;-;-;-;-;-
19870212;-;-;-;-;-;-
19870213;-;-;-;-;-;-
19870214;-;-;-;-;-;-
19870215;-;-;-;-;-;-
19870216;-;-;-;-;-;-
19870217;-;-;-;-;-;-
19870218;-;-;-;-;-;-
19870219;-;-;-;-;-;-
19870220;-;-;-;-;-;-
19870221;-;-;-;-;-;-
19870222;-;-;-;-;-;-
19870223;-;-;-;-;-;-
19870224;-;-;-;-;-;-
19870225;-;-;-;-;-;-
19870226;-;-;-;-;-;-
19870227;-;-;-;-;-;-
19870228;-;-;-;-;-;-
19870301;-;-;-;-;-;-
19870302;-;-;-;-;-;-
19870303;-;-;-;-;-;-
19870304;-;-;-;-;-;-
19870305;-;-;-;-;-;-
19870306;-;-;-;-;-;-
19870307;-;-;-;-;-;-
19870308;-;-;-;-;-;-
19870309;-;-;-;-;-;-
19870310;-;-;-;-;-;-
19870311;-;-;-;-;-;-
19870312;-;-;-;-;-;-
19870313;-;-;-;-;-;-
19870314;-;-;-;-;-;-
19870315;-;-;-;-;-;-
19870316;-;-;-;-;-;-
19870317;-;-;-;-;-;-
19870318;-;-;-;-;-;-
19870319;-;-;-;-;-;-
19870320;-;-;-;-;-;-
19870321;-;-;-;-;-;-
19870322;-;-;-;-;-;-
19870323;-;-;-;-;-;-
19870324;-;-;-;-;-;-
19870325;-;-;-;-;-;-
19870326;-;-;-;-;-;-
19870327;-;-;-;-;-;-
19870328;-;-;-;-;-;-
19870329;-;-;-;-;-;-
19870330;-;-;-;-;-;-
19870331;-;-;-;-;-;-
19870401;-;-;-;-;-;-
19870402;-;-;-;-;-;-
19870403;-;-;-;-;-;-
19870404;-;-;-;-;-;-
19870405;-;-;-;-;-;-
19870406;-;-;-;-;-;-
19870407;-;-;-;-;-;-
19870408;-;-;-;-;-;-
19870409;-;-;-;-;-;-
19870410;-;-;-;-;-;-
19870411;-;-;-;-;-;-
19870412;-;-;-;-;-;-
19870413;-;-;-;-;-;-
19870414;-;-;-;-;-;-
19870415;-;-;-;-;-;-
19870416;-;-;-;-;-;-
19870417;-;-;-;-;-;-
19870418;-;-;-;-;-;-
19870419;-;-;-;-;-;-
19870420;-;-;-;-;-;-
19870421;-;-;-;-;-;-
19870422;-;-;-;-;-;-
19870423;-;-;-;-;-;-
19870424;-;-;-;-;-;-
19870425;-;-;-;-;-;-
19870426;-;-;-;-;-;-
19870427;-;-;-;-;-;-
19870428;-;-;-;-;-;-
19870429;-;-;-;-;-;-
19870430;-;-;-;-;-;-
19870501;-;-;-;-;-;-
19870502;-;-;-;-;-;-
19870503;-;-;-;-;-;-
19870504;-;-;-;-;-;-
19870505;-;-;-;-;-;-
19870506;-;-;-;-;-;-
19870507;-;-;-;-;-;-
19870508;-;-;-;-;-;-
19870509;-;-;-;-;-;-
19870510;-;-;-;-;-;-
19870511;-;-;-;-;-;-
19870512;-;-;-;-;-;-
19870513;-;-;-;-;-;-
19870514;-;-;-;-;-;-
19870515;-;-;-;-;-;-
19870516;-;-;-;-;-;-
19870517;-;-;-;-;-;-
19870518;-;-;-;-;-;-
19870519;-;-;-;-;-;-
19870520;-;-;-;-;-;-
19870521;-;-;-;-;-;-
19870522;-;-;-;-;-;-
19870523;-;-;-;-;-;-
19870524;-;-;-;-;-;-
19870525;-;-;-;-;-;-
19870526;-;-;-;-;-;-
19870527;-;-;-;-;-;-
19870528;-;-;-;-;-;-
19870529;-;-;-;-;-;-
19870530;-;-;-;-;-;-
19870531;-;-;-;-;-;-
19870601;-;-;-;-;-;-
19870602;-;-;-;-;-;-
19870603;-;-;-;-;-;-
19870604;-;-;-;-;-;-
19870605;-;-;-;-;-;-
19870606;-;-;-;-;-;-
19870607;-;-;-;-;-;-
19870608;-;-;-;-;-;-
19870609;-;-;-;-;-;-
19870610;-;-;-;-;-;-
19870611;-;-;-;-;-;-
19870612;-;-;-;-;-;-
19870613;-;-;-;-;-;-
19870614;-;-;-;-;-;-
19870615;-;-;-;-;-;-
19870616;-;-;-;-;-;-
19870617;-;-;-;-;-;-
19870618;-;-;-;-;-;-
19870619;-;-;-;-;-;-
19870620;-;-;-;-;-;-
19870621;-;-;-;-;-;-
19870622;-;-;-;-;-;-
19870623;-;-;-;-;-;-
19870624;-;-;-;-;-;-
19870625;-;-;-;-;-;-
19870626;-;-;-;-;-;-
19870627;-;-;-;-;-;-
19870628;-;-;-;-;-;-
19870629;-;-;-;-;-;-
19870630;-;-;-;-;-;-
19870701;-;-;-;-;-;-
19870702;-;-;-;-;-;-
19870703;-;-;-;-;-;-
19870704;-;-;-;-;-;-
19870705;-;-;-;-;-;-
19870706;-;-;-;-;-;-
19870707;-;-;-;-;-;-
19870708;-;-;-;-;-;-
19870709;-;-;-;-;-;-
19870710;-;-;-;-;-;-
19870711;-;-;-;-;-;-
19870712;-;-;-;-;-;-
19870713;-;-;-;-;-;-
19870714;-;-;-;-;-;-
19870715;-;-;-;-;-;-
19870716;-;-;-;-;-;-
19870717;-;-;-;-;-;-
19870718;-;-;-;-;-;-
19870719;-;-;-;-;-;-
19870720;-;-;-;-;-;-
19870721;-;-;-;-;-;-
19870722;-;-;-;-;-;-
19870723;-;-;-;-;-;-
19870724;-;-;-;-;-;-
19870725;-;-;-;-;-;-
19870726;-;-;-;-;-;-
19870727;-;-;-;-;-;-
19870728;-;-;-;-;-;-
19870729;-;-;-;-;-;-
19870730;-;-;-;-;-;-
19870731;-;-;-;-;-;-
19870801;-;-;-;-;-;-
19870802;-;-;-;-;-;-
19870803;-;-;-;-;-;-
19870804;-;-;-;-;-;-
19870805;-;-;-;-;-;-
19870806;-;-;-;-;-;-
19870807;-;-;-;-;-;-
19870808;-;-;-;-;-;-
19870809;-;-;-;-;-;-
