stn;time;tre200dn
ARO;19790323;-5.6
ARO;19790324;-5.4
ARO;19790325;-2.5
ARO;19790326;0.4
ARO;19790327;-1.9
ARO;19790328;-4.0
ARO;19790329;-7.3
ARO;19790330;-8.0
ARO;19790331;-6.7
ARO;19790401;-5.8
ARO;19790402;-7.8
ARO;19790403;-4.9
ARO;19790404;-8.8
ARO;19790405;-9.0
ARO;19790406;-7.0
ARO;19790407;-7.5
ARO;19790408;-8.0
ARO;19790409;-4.0
ARO;19790410;-1.6
ARO;19790411;-0.8
ARO;19790412;-0.3
ARO;19790413;-2.4
ARO;19790414;-1.4
ARO;19790415;0.2
ARO;19790416;0.5
ARO;19790417;-3.9
ARO;19790418;-5.0
ARO;19790419;-6.8
ARO;19790420;-7.8
ARO;19790421;-4.2
ARO;19790422;-6.8
ARO;19790423;-1.6
ARO;19790424;-1.7
ARO;19790425;-5.3
ARO;19790426;-3.9
ARO;19790427;-3.6
ARO;19790428;-3.6
ARO;19790429;-4.1
ARO;19790430;-2.6
ARO;19790501;-2.0
ARO;19790502;-3.4
ARO;19790503;-9.3
ARO;19790504;-9.4
ARO;19790505;-8.2
ARO;19790506;-8.2
ARO;19790507;-6.5
ARO;19790508;-2.9
ARO;19790509;-1.4
ARO;19790510;0.7
ARO;19790511;0.2
ARO;19790512;0.7
ARO;19790513;0.9
ARO;19790514;0.3
ARO;19790515;02. Jun
ARO;19790516;02. Sep
ARO;19790517;03. Mrz
ARO;19790518;04. Feb
ARO;19790519;04. Jun
ARO;19790520;06. Jun
ARO;19790521;01. Mai
ARO;19790522;3.0
ARO;19790523;05. Feb
ARO;19790524;04. Apr
ARO;19790525;-0.3
ARO;19790526;03. Mai
ARO;19790527;06. Mrz
ARO;19790528;02. Jan
ARO;19790529;06. Sep
ARO;19790530;08. Jun
ARO;19790531;09. Jan
ARO;19790601;08. Jan
ARO;19790602;7.0
ARO;19790603;08. Mai
ARO;19790604;08. Apr
ARO;19790605;06. Feb
ARO;19790606;07. Mrz
ARO;19790607;06. Jun
ARO;19790608;04. Jul
ARO;19790609;05. Jul
ARO;19790610;06. Mrz
ARO;19790611;08. Mai
ARO;19790612;7.0
ARO;19790613;06. Jun
ARO;19790614;04. Aug
ARO;19790615;0.8
ARO;19790616;0.0
ARO;19790617;-0.4
ARO;19790618;0.5
ARO;19790619;0.2
ARO;19790620;0.4
ARO;19790621;04. Mai
ARO;19790622;05. Feb
ARO;19790623;05. Jul
ARO;19790624;08. Feb
ARO;19790625;8.0
ARO;19790626;08. Jan
ARO;19790627;08. Jun
ARO;19790628;09. Jun
ARO;19790629;06. Jun
ARO;19790630;08. Jan
ARO;19790701;05. Apr
ARO;19790702;03. Jan
ARO;19790703;0.8
ARO;19790704;1.0
ARO;19790705;02. Mrz
ARO;19790706;04. Jan
ARO;19790707;06. Mrz
ARO;19790708;06. Feb
ARO;19790709;03. Sep
ARO;19790710;08. Feb
ARO;19790711;7.0
ARO;19790712;11. Jan
ARO;19790713;07. Jun
ARO;19790714;07. Mai
ARO;19790715;04. Mrz
ARO;19790716;06. Jan
ARO;19790717;06. Sep
ARO;19790718;05. Jul
ARO;19790719;10. Jul
ARO;19790720;08. Sep
ARO;19790721;08. Aug
ARO;19790722;06. Sep
ARO;19790723;02. Feb
ARO;19790724;03. Feb
ARO;19790725;04. Apr
ARO;19790726;08. Feb
ARO;19790727;09. Apr
ARO;19790728;09. Mrz
ARO;19790729;10. Apr
ARO;19790730;09. Mai
ARO;19790731;09. Jul
ARO;19790801;09. Mrz
ARO;19790802;11.0
ARO;19790803;09. Jan
ARO;19790804;06. Sep
ARO;19790805;5.0
ARO;19790806;10. Apr
ARO;19790807;8.0
ARO;19790808;07. Mai
ARO;19790809;07. Apr
ARO;19790810;05. Jan
ARO;19790811;02. Jul
ARO;19790812;04. Jan
ARO;19790813;05. Mrz
ARO;19790814;07. Mai
ARO;19790815;11. Jun
ARO;19790816;07. Aug
ARO;19790817;05. Jul
ARO;19790818;01. Jan
ARO;19790819;05. Mrz
ARO;19790820;05. Mrz
ARO;19790821;03. Jul
ARO;19790822;06. Feb
ARO;19790823;07. Mai
ARO;19790824;03. Jan
ARO;19790825;0.4
ARO;19790826;01. Apr
ARO;19790827;01. Aug
ARO;19790828;02. Mrz
ARO;19790829;01. Jun
ARO;19790830;06. Jun
ARO;19790831;06. Sep
ARO;19790901;08. Jul
ARO;19790902;9.0
ARO;19790903;07. Jun
ARO;19790904;04. Jun
ARO;19790905;02. Feb
ARO;19790906;06. Mai
ARO;19790907;08. Feb
ARO;19790908;08. Jul
ARO;19790909;09. Apr
ARO;19790910;07. Sep
ARO;19790911;05. Aug
ARO;19790912;06. Apr
ARO;19790913;08. Apr
ARO;19790914;08. Feb
ARO;19790915;05. Jun
ARO;19790916;0.3
ARO;19790917;05. Jan
ARO;19790918;07. Apr
ARO;19790919;07. Apr
ARO;19790920;08. Apr
ARO;19790921;02. Sep
ARO;19790922;-1.4
ARO;19790923;-0.6
ARO;19790924;-0.8
ARO;19790925;-1.4
ARO;19790926;-2.6
ARO;19790927;0.5
ARO;19790928;3.0
ARO;19790929;02. Jun
ARO;19790930;03. Mrz
ARO;19791001;04. Jun
ARO;19791002;03. Jul
ARO;19791003;05. Mai
ARO;19791004;6.0
ARO;19791005;05. Feb
ARO;19791006;04. Apr
ARO;19791007;04. Jan
ARO;19791008;05. Jun
ARO;19791009;06. Mrz
ARO;19791010;09. Feb
ARO;19791011;07. Jun
ARO;19791012;05. Mai
ARO;19791013;06. Jan
ARO;19791014;5.0
ARO;19791015;03. Aug
ARO;19791016;03. Jan
ARO;19791017;02. Apr
ARO;19791018;01. Mai
ARO;19791019;-1.0
ARO;19791020;3.0
ARO;19791021;05. Jun
ARO;19791022;01. Feb
ARO;19791023;01. Mai
ARO;19791024;01. Feb
ARO;19791025;01. Apr
ARO;19791026;-0.2
ARO;19791027;01. Jan
ARO;19791028;02. Jun
ARO;19791029;0.6
ARO;19791030;-0.8
ARO;19791031;-2.0
ARO;19791101;-2.1
ARO;19791102;0.0
ARO;19791103;-6.0
ARO;19791104;-6.8
ARO;19791105;-1.7
ARO;19791106;-3.9
ARO;19791107;0.0
ARO;19791108;0.0
ARO;19791109;0.0
ARO;19791110;-5.6
ARO;19791111;-7.9
ARO;19791112;-12.4
ARO;19791113;-6.8
ARO;19791114;-2.2
ARO;19791115;-4.8
ARO;19791116;-7.8
ARO;19791117;-9.8
ARO;19791118;-7.6
ARO;19791119;-6.4
ARO;19791120;-7.1
ARO;19791121;-8.8
ARO;19791122;-8.7
ARO;19791123;-10.2
ARO;19791124;-6.2
ARO;19791125;-6.6
ARO;19791126;-3.0
ARO;19791127;0.6
ARO;19791128;02. Jun
ARO;19791129;03. Feb
ARO;19791130;4.0
ARO;19791201;0.8
ARO;19791202;-1.8
ARO;19791203;01. Jun
ARO;19791204;03. Jan
ARO;19791205;03. Feb
ARO;19791206;02. Jul
ARO;19791207;01. Jun
ARO;19791208;01. Apr
ARO;19791209;-1.0
ARO;19791210;-1.0
ARO;19791211;-2.1
ARO;19791212;-5.6
ARO;19791213;-7.6
ARO;19791214;-3.2
ARO;19791215;-7.0
ARO;19791216;-7.6
ARO;19791217;-9.4
ARO;19791218;-7.5
ARO;19791219;-9.6
ARO;19791220;-10.0
ARO;19791221;-11.8
ARO;19791222;-5.8
ARO;19791223;-6.0
ARO;19791224;-7.4
ARO;19791225;-7.8
ARO;19791226;-7.7
ARO;19791227;-5.8
ARO;19791228;-5.4
ARO;19791229;-9.3
ARO;19791230;-8.5
ARO;19791231;-10.3
ARO;19800101;-13.2
ARO;19800102;-13.6
ARO;19800103;-13.2
ARO;19800104;-14.7
ARO;19800105;-4.5
ARO;19800106;-7.6
ARO;19800107;-7.9
ARO;19800108;-10.8
ARO;19800109;-11.1
ARO;19800110;-10.8
ARO;19800111;-13.2
ARO;19800112;-16.3
ARO;19800113;-11.6
ARO;19800114;-5.9
ARO;19800115;-5.2
ARO;19800116;-4.4
ARO;19800117;-5.7
ARO;19800118;-6.7
ARO;19800119;-7.4
ARO;19800120;-6.6
ARO;19800121;-7.1
ARO;19800122;-4.0
ARO;19800123;-5.2
ARO;19800124;-5.2
ARO;19800125;-5.8
ARO;19800126;-10.2
ARO;19800127;-11.8
ARO;19800128;-13.0
ARO;19800129;-4.6
ARO;19800130;-4.0
ARO;19800131;-1.2
ARO;19800201;-6.4
ARO;19800202;-9.8
ARO;19800203;-7.4
ARO;19800204;-5.4
ARO;19800205;-1.7
ARO;19800206;-4.8
ARO;19800207;-4.2
ARO;19800208;-7.6
ARO;19800209;0.2
ARO;19800210;0.0
ARO;19800211;-4.2
ARO;19800212;-7.0
ARO;19800213;-7.6
ARO;19800214;-6.2
ARO;19800215;-5.5
ARO;19800216;-4.6
ARO;19800217;-3.6
ARO;19800218;-8.8
ARO;19800219;-10.1
ARO;19800220;-10.4
ARO;19800221;-9.2
ARO;19800222;-8.9
ARO;19800223;-6.2
ARO;19800224;-3.2
ARO;19800225;-3.6
ARO;19800226;-3.6
ARO;19800227;-3.0
ARO;19800228;-5.0
ARO;19800229;-6.5
ARO;19800301;-5.8
ARO;19800302;-2.1
ARO;19800303;-7.2
ARO;19800304;-11.8
ARO;19800305;-7.7
ARO;19800306;-6.6
ARO;19800307;-5.9
ARO;19800308;-8.6
ARO;19800309;-6.0
ARO;19800310;-6.0
ARO;19800311;-7.7
ARO;19800312;-9.6
ARO;19800313;-5.8
ARO;19800314;-2.7
ARO;19800315;-4.4
ARO;19800316;-7.2
ARO;19800317;-4.6
ARO;19800318;-4.9
ARO;19800319;-4.6
ARO;19800320;-2.7
ARO;19800321;-4.8
ARO;19800322;-4.0
ARO;19800323;-2.6
ARO;19800324;-3.9
ARO;19800325;-5.8
ARO;19800326;-3.9
ARO;19800327;-3.0
ARO;19800328;0.3
ARO;19800329;0.4
ARO;19800330;-5.0
ARO;19800331;-5.2
ARO;19800401;-4.3
ARO;19800402;-2.6
ARO;19800403;-6.8
ARO;19800404;-7.0
ARO;19800405;-9.8
ARO;19800406;-12.4
ARO;19800407;-10.4
ARO;19800408;-7.1
ARO;19800409;-9.7
ARO;19800410;-9.7
ARO;19800411;-8.3
ARO;19800412;-5.0
ARO;19800413;-2.6
ARO;19800414;-3.2
ARO;19800415;-1.8
ARO;19800416;0.0
ARO;19800417;01. Mai
ARO;19800418;0.4
ARO;19800419;-0.2
ARO;19800420;-6.1
ARO;19800421;-8.2
ARO;19800422;-7.9
ARO;19800423;-6.8
ARO;19800424;-6.3
ARO;19800425;-5.0
ARO;19800426;-5.0
ARO;19800427;-4.3
ARO;19800428;-5.5
ARO;19800429;-5.8
ARO;19800430;-1.8
ARO;19800501;-0.5
ARO;19800502;0.6
ARO;19800503;-0.2
ARO;19800504;01. Feb
ARO;19800505;0.3
ARO;19800506;0.0
ARO;19800507;1.0
ARO;19800508;0.3
ARO;19800509;-1.0
ARO;19800510;-0.7
ARO;19800511;-1.0
ARO;19800512;02. Mai
ARO;19800513;02. Jul
ARO;19800514;02. Jul
ARO;19800515;-0.4
ARO;19800516;-2.0
ARO;19800517;-2.5
ARO;19800518;-2.1
ARO;19800519;0.1
ARO;19800520;-0.8
ARO;19800521;01. Jan
ARO;19800522;01. Feb
ARO;19800523;01. Jan
ARO;19800524;0.0
ARO;19800525;-0.8
ARO;19800526;02. Apr
ARO;19800527;02. Jun
ARO;19800528;2.0
ARO;19800529;01. Mrz
ARO;19800530;0.2
ARO;19800531;0.0
ARO;19800601;-0.8
ARO;19800602;-0.2
ARO;19800603;0.0
ARO;19800604;02. Jun
ARO;19800605;02. Mai
ARO;19800606;05. Sep
ARO;19800607;04. Jun
ARO;19800608;04. Jun
ARO;19800609;5.0
ARO;19800610;05. Jan
ARO;19800611;03. Sep
ARO;19800612;05. Jun
ARO;19800613;08. Mai
ARO;19800614;11.0
ARO;19800615;03. Feb
ARO;19800616;04. Jan
ARO;19800617;5.0
ARO;19800618;3.0
ARO;19800619;02. Mai
ARO;19800620;04. Mrz
ARO;19800621;02. Sep
ARO;19800622;0.2
ARO;19800623;2.0
ARO;19800624;0.3
ARO;19800625;01. Aug
ARO;19800626;01. Jan
ARO;19800627;1.0
ARO;19800628;0.1
ARO;19800629;02. Aug
ARO;19800630;0.5
ARO;19800701;03. Apr
ARO;19800702;01. Jul
ARO;19800703;01. Jul
ARO;19800704;02. Mrz
ARO;19800705;03. Mai
ARO;19800706;05. Mrz
ARO;19800707;5.0
ARO;19800708;05. Mrz
ARO;19800709;0.3
ARO;19800710;01. Feb
ARO;19800711;02. Mrz
ARO;19800712;3.0
ARO;19800713;03. Mai
ARO;19800714;04. Mrz
ARO;19800715;07. Apr
ARO;19800716;05. Apr
ARO;19800717;03. Jun
ARO;19800718;03. Jun
ARO;19800719;06. Jan
ARO;19800720;9.0
ARO;19800721;2.0
ARO;19800722;0.1
ARO;19800723;6.0
ARO;19800724;9.0
ARO;19800725;09. Feb
ARO;19800726;11. Aug
ARO;19800727;09. Mai
ARO;19800728;08. Mai
ARO;19800729;10. Aug
ARO;19800730;07. Jul
ARO;19800731;09. Feb
ARO;19800801;10.0
ARO;19800802;12. Mrz
ARO;19800803;14.0
ARO;19800804;10. Jul
ARO;19800805;12.0
ARO;19800806;10. Feb
ARO;19800807;10. Mai
ARO;19800808;07. Sep
ARO;19800809;07. Mrz
ARO;19800810;07. Aug
ARO;19800811;08. Jan
ARO;19800812;08. Jan
ARO;19800813;04. Jun
ARO;19800814;6.0
ARO;19800815;10. Feb
ARO;19800816;07. Aug
ARO;19800817;08. Apr
ARO;19800818;06. Mai
ARO;19800819;07. Jun
ARO;19800820;08. Jun
ARO;19800821;10.0
ARO;19800822;09. Aug
ARO;19800823;04. Feb
ARO;19800824;1.0
ARO;19800825;3.0
ARO;19800826;07. Jul
ARO;19800827;8.0
ARO;19800828;09. Jun
ARO;19800829;10. Jan
ARO;19800830;09. Jan
ARO;19800831;04. Sep
ARO;19800901;03. Aug
ARO;19800902;-0.2
ARO;19800903;05. Jun
ARO;19800904;8.0
ARO;19800905;10. Aug
ARO;19800906;04. Mrz
ARO;19800907;04. Mrz
ARO;19800908;07. Aug
ARO;19800909;04. Mrz
ARO;19800910;02. Jul
ARO;19800911;3.0
ARO;19800912;03. Sep
ARO;19800913;05. Sep
ARO;19800914;02. Mai
ARO;19800915;04. Aug
ARO;19800916;07. Jul
ARO;19800917;10. Jan
ARO;19800918;7.0
ARO;19800919;08. Jun
ARO;19800920;09. Mrz
ARO;19800921;09. Jun
ARO;19800922;11.0
ARO;19800923;06. Apr
ARO;19800924;4.0
ARO;19800925;04. Jul
ARO;19800926;06. Mai
ARO;19800927;04. Jul
ARO;19800928;6.0
ARO;19800929;05. Aug
ARO;19800930;05. Aug
ARO;19801001;05. Apr
ARO;19801002;3.0
ARO;19801003;03. Jan
ARO;19801004;06. Sep
ARO;19801005;4.0
ARO;19801006;02. Mrz
ARO;19801007;05. Jul
ARO;19801008;0.1
ARO;19801009;-2.5
ARO;19801010;-4.7
ARO;19801011;-5.4
ARO;19801012;-1.2
ARO;19801013;-2.0
ARO;19801014;-5.1
ARO;19801015;-4.6
ARO;19801016;02. Feb
ARO;19801017;01. Aug
ARO;19801018;-1.1
ARO;19801019;-2.1
ARO;19801020;-6.2
ARO;19801021;-4.2
ARO;19801022;1.0
ARO;19801023;0.4
ARO;19801024;-1.0
ARO;19801025;-2.2
ARO;19801026;-4.4
ARO;19801027;-4.8
ARO;19801028;4.0
ARO;19801029;05. Apr
ARO;19801030;-0.6
ARO;19801031;-2.1
ARO;19801101;-2.2
ARO;19801102;-8.6
ARO;19801103;-10.2
ARO;19801104;-12.2
ARO;19801105;-7.9
ARO;19801106;0.3
ARO;19801107;-0.8
ARO;19801108;-1.3
ARO;19801109;0.6
ARO;19801110;-4.8
ARO;19801111;-8.7
ARO;19801112;-5.5
ARO;19801113;-8.8
ARO;19801114;-10.0
ARO;19801115;-1.0
ARO;19801116;03. Mai
ARO;19801117;2.0
ARO;19801118;0.2
ARO;19801119;-1.5
ARO;19801120;-1.2
ARO;19801121;03. Sep
ARO;19801122;03. Aug
ARO;19801123;04. Aug
ARO;19801124;05. Apr
ARO;19801125;01. Mai
ARO;19801126;-1.0
ARO;19801127;-6.2
ARO;19801128;-8.6
ARO;19801129;-10.6
ARO;19801130;-11.4
ARO;19801201;-15.2
ARO;19801202;-15.6
ARO;19801203;-10.0
ARO;19801204;-14.4
ARO;19801205;-12.4
ARO;19801206;-9.4
ARO;19801207;-16.3
ARO;19801208;-17.3
ARO;19801209;-17.5
ARO;19801210;-7.8
ARO;19801211;-2.2
ARO;19801212;-3.0
ARO;19801213;-1.5
ARO;19801214;0.9
ARO;19801215;-1.3
ARO;19801216;-6.2
ARO;19801217;-10.0
ARO;19801218;-8.3
ARO;19801219;-10.1
ARO;19801220;-10.7
ARO;19801221;-6.6
ARO;19801222;-8.5
ARO;19801223;-8.5
ARO;19801224;-3.5
ARO;19801225;-2.3
ARO;19801226;-7.9
ARO;19801227;-10.7
ARO;19801228;-13.4
ARO;19801229;-11.9
ARO;19801230;-3.7
ARO;19801231;-1.2
ARO;19810101;-5.4
ARO;19810102;-9.0
ARO;19810103;-6.8
ARO;19810104;-7.2
ARO;19810105;-11.5
ARO;19810106;-11.5
ARO;19810107;-14.0
ARO;19810108;-17.8
ARO;19810109;-17.8
ARO;19810110;-7.1
ARO;19810111;-7.7
ARO;19810112;-9.8
ARO;19810113;-9.9
ARO;19810114;-15.1
ARO;19810115;-10.4
ARO;19810116;-13.7
ARO;19810117;-13.4
ARO;19810118;-7.6
ARO;19810119;-10.5
ARO;19810120;-9.4
ARO;19810121;-13.2
ARO;19810122;-13.0
ARO;19810123;-11.0
ARO;19810124;-6.2
ARO;19810125;-6.6
ARO;19810126;-9.0
ARO;19810127;-12.2
ARO;19810128;-8.8
ARO;19810129;-7.8
ARO;19810130;-7.8
ARO;19810131;-5.0
ARO;19810201;-2.0
ARO;19810202;-2.1
ARO;19810203;-2.5
ARO;19810204;-5.5
ARO;19810205;-10.9
ARO;19810206;-11.0
ARO;19810207;-4.6
ARO;19810208;-2.9
ARO;19810209;-0.8
ARO;19810210;-6.4
ARO;19810211;-12.4
ARO;19810212;-14.4
ARO;19810213;-15.6
ARO;19810214;-12.0
ARO;19810215;-8.9
ARO;19810216;-7.0
ARO;19810217;-11.9
ARO;19810218;-15.8
ARO;19810219;-15.2
ARO;19810220;-12.7
ARO;19810221;-13.6
ARO;19810222;-14.6
ARO;19810223;-10.4
ARO;19810224;-10.7
ARO;19810225;-9.0
ARO;19810226;-8.5
ARO;19810227;-9.2
ARO;19810228;-9.6
ARO;19810301;-4.9
ARO;19810302;-5.2
ARO;19810303;-5.2
ARO;19810304;-6.0
ARO;19810305;-9.8
ARO;19810306;-6.3
ARO;19810307;-3.0
ARO;19810308;0.3
ARO;19810309;0.8
ARO;19810310;01. Aug
ARO;19810311;02. Sep
ARO;19810312;0.5
ARO;19810313;-2.4
ARO;19810314;-4.7
ARO;19810315;-4.0
ARO;19810316;-5.3
ARO;19810317;-7.8
ARO;19810318;-9.0
ARO;19810319;-12.4
ARO;19810320;-6.4
ARO;19810321;-2.4
ARO;19810322;-1.8
ARO;19810323;-2.3
ARO;19810324;0.3
ARO;19810325;01. Sep
ARO;19810326;01. Aug
ARO;19810327;-2.4
ARO;19810328;0.6
ARO;19810329;02. Mai
ARO;19810330;01. Apr
ARO;19810331;01. Mrz
ARO;19810401;02. Jun
ARO;19810402;02. Mrz
ARO;19810403;02. Jul
ARO;19810404;02. Feb
ARO;19810405;01. Apr
ARO;19810406;0.3
ARO;19810407;01. Jun
ARO;19810408;03. Apr
ARO;19810409;01. Sep
ARO;19810410;02. Apr
ARO;19810411;03. Apr
ARO;19810412;03. Jun
ARO;19810413;02. Mai
ARO;19810414;03. Mai
ARO;19810415;4.0
ARO;19810416;02. Apr
ARO;19810417;-2.6
ARO;19810418;-6.6
ARO;19810419;-10.0
ARO;19810420;-5.9
ARO;19810421;-3.9
ARO;19810422;-4.3
ARO;19810423;-1.4
ARO;19810424;-2.2
ARO;19810425;-0.5
ARO;19810426;0.5
ARO;19810427;-5.5
ARO;19810428;-6.3
ARO;19810429;-4.4
ARO;19810430;-3.0
ARO;19810501;0.2
ARO;19810502;-0.4
ARO;19810503;-1.8
ARO;19810504;-4.0
ARO;19810505;-4.7
ARO;19810506;-4.4
ARO;19810507;-0.6
ARO;19810508;4.0
ARO;19810509;3.0
ARO;19810510;4.0
ARO;19810511;3.0
ARO;19810512;0.2
ARO;19810513;0.7
ARO;19810514;01. Sep
ARO;19810515;02. Mrz
ARO;19810516;02. Feb
ARO;19810517;0.0
ARO;19810518;-0.2
ARO;19810519;03. Jul
ARO;19810520;05. Sep
ARO;19810521;08. Mai
ARO;19810522;2.0
ARO;19810523;1.0
ARO;19810524;03. Mai
ARO;19810525;04. Apr
ARO;19810526;02. Mrz
ARO;19810527;-0.6
ARO;19810528;-0.9
ARO;19810529;01. Sep
ARO;19810530;5.0
ARO;19810531;05. Sep
ARO;19810601;8.0
ARO;19810602;09. Jun
ARO;19810603;11. Mai
ARO;19810604;2.0
ARO;19810605;02. Jan
ARO;19810606;04. Mrz
ARO;19810607;06. Mrz
ARO;19810608;09. Jun
ARO;19810609;10. Apr
ARO;19810610;06. Jul
ARO;19810611;7.0
ARO;19810612;10. Mrz
ARO;19810613;09. Mai
ARO;19810614;08. Feb
ARO;19810615;10. Feb
ARO;19810616;06. Jul
ARO;19810617;03. Feb
ARO;19810618;-0.3
ARO;19810619;-0.1
ARO;19810620;0.5
ARO;19810621;01. Mai
ARO;19810622;-0.3
ARO;19810623;-0.6
ARO;19810624;04. Feb
ARO;19810625;4.0
ARO;19810626;05. Aug
ARO;19810627;05. Feb
ARO;19810628;9.0
ARO;19810629;04. Jun
ARO;19810630;02. Apr
ARO;19810701;02. Sep
ARO;19810702;08. Jun
ARO;19810703;04. Feb
ARO;19810704;1.0
ARO;19810705;04. Jul
ARO;19810706;07. Aug
ARO;19810707;07. Jan
ARO;19810708;09. Mai
ARO;19810709;10. Mrz
ARO;19810710;10. Jun
ARO;19810711;08. Aug
ARO;19810712;09. Jul
ARO;19810713;8.0
ARO;19810714;06. Feb
ARO;19810715;6.0
ARO;19810716;07. Apr
ARO;19810717;08. Jul
ARO;19810718;0.8
ARO;19810719;0.1
ARO;19810720;0.6
ARO;19810721;03. Feb
ARO;19810722;04. Apr
ARO;19810723;5.0
ARO;19810724;0.8
ARO;19810725;0.6
ARO;19810726;01. Jun
ARO;19810727;01. Aug
ARO;19810728;03. Mai
ARO;19810729;05. Aug
ARO;19810730;09. Jan
ARO;19810731;11. Jun
ARO;19810801;14. Mrz
ARO;19810802;12. Mrz
ARO;19810803;11. Apr
ARO;19810804;10. Sep
ARO;19810805;12. Jun
ARO;19810806;12. Mai
ARO;19810807;09. Feb
ARO;19810808;09. Feb
ARO;19810809;9.0
ARO;19810810;07. Feb
ARO;19810811;07. Aug
ARO;19810812;06. Mai
ARO;19810813;7.0
ARO;19810814;08. Jan
ARO;19810815;09. Mrz
ARO;19810816;11. Mai
ARO;19810817;06. Jul
ARO;19810818;02. Feb
ARO;19810819;8.0
ARO;19810820;07. Jun
ARO;19810821;04. Apr
ARO;19810822;0.9
ARO;19810823;05. Apr
ARO;19810824;02. Apr
ARO;19810825;01. Jun
ARO;19810826;3.0
ARO;19810827;6.0
ARO;19810828;05. Jan
ARO;19810829;04. Jun
ARO;19810830;05. Sep
ARO;19810831;08. Jul
ARO;19810901;7.0
ARO;19810902;06. Mai
ARO;19810903;05. Aug
ARO;19810904;03. Mai
ARO;19810905;04. Jul
ARO;19810906;04. Jul
ARO;19810907;07. Apr
ARO;19810908;09. Feb
ARO;19810909;9.0
ARO;19810910;06. Feb
ARO;19810911;07. Mai
ARO;19810912;06. Jul
ARO;19810913;06. Aug
ARO;19810914;02. Jan
ARO;19810915;01. Jul
ARO;19810916;5.0
ARO;19810917;04. Aug
ARO;19810918;06. Jun
ARO;19810919;08. Feb
ARO;19810920;9.0
ARO;19810921;12. Feb
ARO;19810922;08. Jan
ARO;19810923;07. Jan
ARO;19810924;05. Jan
ARO;19810925;05. Mai
ARO;19810926;07. Mrz
ARO;19810927;05. Jan
ARO;19810928;0.6
ARO;19810929;0.1
ARO;19810930;0.1
ARO;19811001;01. Mrz
ARO;19811002;3.0
ARO;19811003;01. Feb
ARO;19811004;02. Feb
ARO;19811005;05. Jun
ARO;19811006;06. Jul
ARO;19811007;06. Apr
ARO;19811008;01. Mrz
ARO;19811009;05. Jun
ARO;19811010;04. Sep
ARO;19811011;0.8
ARO;19811012;-2.1
ARO;19811013;-1.9
ARO;19811014;-5.4
ARO;19811015;0.4
ARO;19811016;01. Jun
ARO;19811017;04. Jun
ARO;19811018;07. Apr
ARO;19811019;04. Feb
ARO;19811020;01. Jan
ARO;19811021;-1.2
ARO;19811022;-5.2
ARO;19811023;-8.8
ARO;19811024;-6.9
ARO;19811025;-8.8
ARO;19811026;-3.9
ARO;19811027;-5.4
ARO;19811028;-6.3
ARO;19811029;-5.8
ARO;19811030;-1.0
ARO;19811031;0.6
ARO;19811101;01. Mai
ARO;19811102;4.0
ARO;19811103;5.0
ARO;19811104;05. Aug
ARO;19811105;03. Feb
ARO;19811106;-4.2
ARO;19811107;-8.5
ARO;19811108;-11.3
ARO;19811109;-11.6
ARO;19811110;-13.6
ARO;19811111;-11.5
ARO;19811112;-4.6
ARO;19811113;-2.5
ARO;19811114;-7.4
ARO;19811115;-11.4
ARO;19811116;-13.3
ARO;19811117;-9.3
ARO;19811118;-1.8
ARO;19811119;0.2
ARO;19811120;0.8
ARO;19811121;02. Mai
ARO;19811122;02. Aug
ARO;19811123;02. Jul
ARO;19811124;0.6
ARO;19811125;-7.0
ARO;19811126;-10.1
ARO;19811127;-6.0
ARO;19811128;-7.4
ARO;19811129;-8.2
ARO;19811130;-7.2
ARO;19811201;-9.5
ARO;19811202;-9.5
ARO;19811203;-12.4
ARO;19811204;-12.8
ARO;19811205;-9.2
ARO;19811206;-12.3
ARO;19811207;-8.3
ARO;19811208;-5.9
ARO;19811209;-6.3
ARO;19811210;-9.2
ARO;19811211;-6.2
ARO;19811212;-8.5
ARO;19811213;-13.8
ARO;19811214;-12.0
ARO;19811215;-7.1
ARO;19811216;-5.8
ARO;19811217;-7.2
ARO;19811218;-7.5
ARO;19811219;-14.0
ARO;19811220;-18.0
ARO;19811221;-11.0
ARO;19811222;-6.1
ARO;19811223;-7.9
ARO;19811224;-8.0
ARO;19811225;-9.3
ARO;19811226;-13.5
ARO;19811227;-13.5
ARO;19811228;-8.6
ARO;19811229;-2.8
ARO;19811230;-5.9
ARO;19811231;0.4
ARO;19820101;-2.6
ARO;19820102;-6.7
ARO;19820103;-5.4
ARO;19820104;0.1
ARO;19820105;-0.9
ARO;19820106;-2.2
ARO;19820107;-15.1
ARO;19820108;-15.5
ARO;19820109;-1.9
ARO;19820110;-1.7
ARO;19820111;-1.7
ARO;19820112;-2.3
ARO;19820113;-5.2
ARO;19820114;-5.2
ARO;19820115;-1.6
ARO;19820116;-0.6
ARO;19820117;-1.5
ARO;19820118;-2.6
ARO;19820119;-2.7
ARO;19820120;-2.8
ARO;19820121;-5.0
ARO;19820122;-5.8
ARO;19820123;-7.2
ARO;19820124;-8.5
ARO;19820125;-11.4
ARO;19820126;-11.9
ARO;19820127;-5.4
ARO;19820128;-7.4
ARO;19820129;-8.3
ARO;19820130;-5.0
ARO;19820131;-3.0
ARO;19820201;-8.4
ARO;19820202;-9.8
ARO;19820203;-7.7
ARO;19820204;-6.8
ARO;19820205;-5.6
ARO;19820206;-3.7
ARO;19820207;-1.6
ARO;19820208;-2.6
